,OLTV,DTI,CSCORE_B,PURPOSE,PROP,LOSS_GIVEN_DEFAULT,UNRATE,CURR_HPI,MORTGAGE30US,MTM_LTV,INT_DIFF,LOG_OUPB
4705,74,47.0,641.0,R,SF,0.0102658377465315,5.6,299.0266666666667,5.82,56.62140633165185,-0.0700000000000002,11.643953727376633
4706,90,40.0,643.0,C,SF,0.0,5.6,294.7266666666667,5.62,78.29551875524938,0.3799999999999999,11.711776323715394
4707,91,41.0,613.0,R,SF,0.3030994287076342,5.0,312.41,6.43,73.5681169924138,-0.4299999999999997,11.418614785498987
4708,95,55.0,560.0,R,SF,0.1217048818179589,5.0,332.6166666666667,6.53,68.25085030373369,-0.6550000000000002,11.440354772135393
4709,68,41.0,631.0,C,SF,0.2095816451597397,8.5,299.48,3.54,49.92247512632924,2.46,11.79810440720389
4710,95,42.0,714.0,R,SF,0.0,5.8,276.3533333333333,6.28,84.66525479351994,-0.9050000000000002,11.898187865760873
4711,86,22.0,802.0,R,MH,0.4652901640722436,10.1,300.65,4.0,59.86976378998119,1.75,11.127262984158243
4712,80,18.0,756.0,R,SF,0.0,10.4,314.34,4.58,56.63734285290117,1.295,11.56171562913966
4713,84,35.0,743.0,C,SF,0.5685028476928661,5.8,317.81,3.7,37.268081580516665,1.5499999999999998,10.819778284410283
4714,75,29.0,655.0,R,SF,0.1436360210727067,11.1,316.58666666666664,4.71,56.4063659341192,1.29,11.198214720130528
4715,66,47.0,697.0,C,SF,0.0,10.8,312.94666666666666,5.0,49.31248746929987,0.75,12.160028707028767
4716,87,46.0,669.0,R,SF,0.6011672098316739,10.5,310.24666666666667,4.24,67.44075631754714,2.26,11.48246625748552
4717,79,48.0,668.0,R,SF,0.1909838594079165,5.7,289.05,5.79,69.67984431569678,0.585,11.898187865760873
4719,77,34.0,642.0,C,SF,0.8954779153709032,9.6,296.61,3.87,34.49174125956644,1.63,10.778956289890028
4720,45,44.0,681.0,P,SF,0.0,6.4,269.8933333333333,5.98,43.08152583477851,0.0199999999999995,12.577636201962656
4721,80,35.0,698.0,R,SF,0.0,5.9,275.38666666666666,6.12,75.4074370250697,-0.2450000000000001,11.79810440720389
4722,84,42.0,655.0,R,SF,0.0,5.0,332.6166666666667,6.53,62.33719362053242,-0.5300000000000002,11.37366339763672
4723,88,52.0,694.0,R,SF,0.0,5.8,333.81,6.35,63.48840872026013,-0.4749999999999996,12.235631447771718
4724,91,57.0,688.0,R,SF,0.024910900315037,6.1,272.76666666666665,5.72,86.59540975406333,1.4050000000000002,11.661345470088502
4725,80,37.0,748.0,R,SF,0.0,5.2,333.89666666666665,6.68,52.88737478780862,-1.0549999999999995,11.082142548877775
4727,71,22.0,685.0,R,SF,0.4654781371415886,10.3,300.89,4.6,54.16995828541244,1.6500000000000004,11.211820372186306
4728,80,11.0,735.0,C,SF,0.783685176116843,6.1,333.68333333333334,6.35,57.60665160884297,-0.3499999999999996,11.728036844587175
4729,90,38.0,595.0,R,SF,0.0,6.0,274.42,5.52,81.15325038953952,0.8550000000000004,11.669929213779893
4730,80,32.0,640.0,P,SF,0.2928723555378795,10.2,299.42,4.87,60.65891350765325,1.005,11.55214617812351
4731,91,36.0,629.0,R,SF,0.3216920331410229,11.4,331.68,4.78,64.88953145307393,1.3449999999999998,11.05089000537367
4732,79,53.0,641.0,C,SF,0.2332563642364657,6.3,333.62,6.1,43.75994734178743,-0.5999999999999996,11.198214720130528
4733,45,9.0,702.0,C,SF,0.0,10.9,321.39666666666665,5.08,30.83014594356403,0.92,12.100712129872347
4734,80,51.0,698.0,C,CO,0.0,10.8,335.50666666666666,5.25,57.22985138497,0.625,11.512925464970229
4735,80,22.0,745.0,P,SF,0.0,10.4,305.56,4.77,60.28246056420997,1.1050000000000004,11.759785542901755
4736,94,41.0,698.0,R,SF,0.5004783516221751,6.0,333.74666666666667,6.52,67.88522969227294,-0.0199999999999995,11.302204433654575
4737,71,47.0,627.0,R,SF,0.7869550449799971,10.9,321.39666666666665,5.08,50.76520011419456,1.045,11.461632170582678
4738,90,49.0,658.0,P,SF,0.0,9.5,295.26,3.84,66.06672514925005,1.91,12.598114733306197
4739,81,45.0,651.0,R,SF,0.3463841922213446,5.1,326.91333333333336,6.11,65.63592849079289,-0.2350000000000003,12.078239274020289
4740,76,30.0,730.0,C,SF,0.0,10.2,337.42,5.01,48.2902831979099,0.7400000000000002,11.76756768334381
4741,85,26.0,779.0,P,SF,0.0,6.1,333.68333333333334,6.35,61.276997326493934,-0.4749999999999996,11.326595886778735
4742,90,51.0,725.0,C,SF,1.0,9.5,298.54,3.36,35.242681482026086,2.015,10.985292722887856
4743,85,37.0,628.0,R,SF,0.1696118473068232,5.7,321.3566666666667,3.91,50.90942737972282,2.965,10.799575577092764
4744,85,37.0,748.0,P,SF,0.1646819345108296,5.6,296.93,5.62,72.93697601923452,1.88,11.429543856031177
4745,80,51.0,640.0,R,SF,0.0,9.5,298.12,3.55,59.786625176561,2.45,12.078239274020289
4746,80,34.0,632.0,P,SF,1.0,5.1,315.93666666666667,6.67,63.92275889170071,-0.1699999999999999,10.645424897265505
4747,95,37.0,629.0,R,SF,0.3641766594762162,5.3,334.74333333333334,6.46,69.81280208662257,-0.585,11.49272275765271
4748,80,56.0,673.0,C,SF,0.1308876023813301,10.3,300.89,4.6,36.893014312913735,0.7750000000000004,11.211820372186306
4749,90,26.0,579.0,P,SF,0.0,11.2,323.95,5.32,66.27176350744034,0.5549999999999997,11.938193200374572
4750,89,29.0,648.0,R,CO,0.0,5.6,322.3233333333333,3.89,55.66375445595105,1.86,11.440354772135393
4751,90,33.0,624.0,P,SF,0.1075868202966215,10.9,321.39666666666665,5.08,65.38297424194496,0.7949999999999999,11.790557201568507
4752,79,31.0,659.0,C,SF,0.0,5.8,310.8233333333333,4.02,52.44721864807654,1.9800000000000004,11.643953727376633
4753,90,36.0,667.0,R,SF,0.0,5.0,314.17333333333335,6.59,71.98326949682765,-0.2149999999999998,11.512925464970229
4754,80,39.0,773.0,P,SF,0.3545394983201227,10.5,310.24666666666667,4.24,58.59428860638403,1.71,11.350406535472453
4755,94,33.0,669.0,R,SF,0.0,5.3,335.59,6.37,62.36585811703996,-0.6200000000000001,11.870599909242044
4756,89,43.0,665.0,R,SF,0.0,5.7,280.46,5.77,81.83213995080683,0.4800000000000004,11.790557201568507
4757,90,45.0,747.0,R,MH,0.2699451371500469,11.2,313.9633333333333,5.01,70.45871846636918,1.2400000000000002,11.55214617812351
4758,95,42.0,733.0,R,SF,0.5695510981507771,11.2,313.9633333333333,5.01,71.8812314321,1.4900000000000002,11.440354772135393
4759,80,37.0,653.0,C,SF,0.6971384142414387,11.2,323.95,5.32,59.19404467609791,0.8049999999999997,11.891361900690473
4760,75,46.0,675.0,C,SF,0.967353621749141,9.5,297.7,3.55,40.59640876536783,1.7000000000000002,11.512925464970229
4761,94,44.0,629.0,R,SF,0.2058063121409323,11.0,312.25,5.08,70.95478565924445,0.92,11.59910316121128
4762,90,16.0,561.0,P,SF,0.3029021292958854,6.9,266.48,5.4,87.77424408812196,0.9749999999999996,11.198214720130528
4763,86,24.0,657.0,R,SF,0.0,6.4,269.8933333333333,5.98,82.55244847867982,0.1449999999999995,11.542484267211773
4764,80,32.0,630.0,C,SF,0.2122925732715845,10.4,313.1733333333333,4.32,59.64978763137409,1.6799999999999995,12.220961258023925
4765,80,30.0,650.0,U,SF,0.2683800984591823,9.5,297.7,3.55,59.58544619487757,2.7,11.440354772135393
4766,90,34.0,691.0,R,SF,0.1851634989886938,5.3,337.4833333333333,5.96,64.44934821475448,0.165,11.170435156023453
4767,91,46.0,630.0,R,SF,0.0,6.1,273.59333333333336,5.59,86.25677683846921,1.035,11.982929094215963
4768,80,56.0,628.0,C,SF,0.3473234565379804,5.7,277.32,6.21,71.07464914948558,-0.71,11.79810440720389
4769,80,30.0,763.0,C,PU,0.0243782548743193,5.1,315.93666666666667,6.67,63.987887031890594,-1.42,11.970350312009105
4770,88,40.0,648.0,P,PU,0.0,10.8,312.94666666666666,5.0,65.86200894445504,1.0,11.652687407345388
4772,90,57.0,725.0,C,MH,0.0545973122959919,5.1,334.3533333333333,3.61,11.96165425227376,1.765,11.251560700835821
4773,72,22.0,501.0,C,MH,0.0659969676147737,4.1,382.79,4.83,37.02916475682007,2.045,11.238488619268468
4774,74,25.0,705.0,C,SF,0.4839192905973302,5.7,335.14,6.09,54.01615449066063,0.0350000000000001,10.915088464214607
4775,80,20.0,771.0,C,MH,0.5608883063262939,6.4,269.8933333333333,5.98,76.53058413123085,0.2699999999999996,11.06663836234181
4776,79,52.0,777.0,R,SF,0.5249931483295073,6.2,306.05333333333334,4.29,59.42634371943275,2.085,11.06663836234181
4777,80,28.0,677.0,R,MH,0.9129614094929948,8.5,299.48,3.54,58.24147648933828,2.71,11.211820372186306
4778,83,40.0,660.0,R,MH,0.549148938126569,9.5,295.43,3.9,63.256190592863135,2.6,11.635143097694478
4779,88,41.0,634.0,R,SF,0.5221721775997995,11.2,313.9633333333333,5.01,71.7383990062534,1.3650000000000002,11.790557201568507
4780,74,44.0,606.0,R,SF,0.1431387718493794,5.2,319.62666666666667,6.63,53.74517443207552,-0.6299999999999999,10.933106969717286
4781,97,20.0,672.0,R,SF,0.0,4.9,329.67,6.34,73.68714985953696,-0.3399999999999998,11.951180395901384
4782,67,35.0,649.0,C,MH,1.0,5.5,303.22,5.98,55.78088735693413,0.3949999999999996,10.736396675471232
4783,48,49.0,575.0,C,SF,0.7209349691717392,10.3,300.4,4.55,36.72378411796036,2.825,10.4341158035983
4784,95,33.0,632.0,P,SF,0.0068109183856801,6.1,272.76666666666665,5.72,90.35862383687436,0.1550000000000002,11.56171562913966
4785,90,58.0,722.0,C,MH,0.5206478925484839,10.4,313.1733333333333,4.32,67.20953071155235,2.055,11.127262984158243
4786,64,44.0,689.0,C,SF,0.397572259986701,10.2,299.42,4.87,31.266664609949604,0.7549999999999999,11.097410021008562
4787,90,21.0,727.0,R,SF,0.0,5.7,278.89,5.99,76.9545961831683,-0.4900000000000002,11.05089000537367
4788,80,31.0,615.0,P,SF,0.0,10.9,321.39666666666665,5.08,37.99873385950902,0.1699999999999999,10.933106969717286
4789,66,39.0,802.0,C,SF,0.0,11.2,313.9633333333333,5.01,49.52623954250285,0.8650000000000002,12.323855681186558
4790,90,48.0,644.0,R,MH,0.3675324801533484,5.2,338.43,6.07,65.40362967822001,-0.0700000000000002,11.571194373094205
4791,73,26.0,582.0,C,MH,0.7382150821759382,11.2,313.1066666666667,4.97,47.807111560001225,0.7800000000000002,10.950806546816688
4792,97,24.0,691.0,P,PU,0.0,10.4,313.75666666666666,4.49,76.37571379537252,2.01,11.522875795823397
4793,43,33.0,600.0,C,MH,0.0,5.2,317.7,6.79,38.62346017679809,-0.04,10.373491181781864
4794,84,41.0,665.0,R,SF,0.2661978779386687,10.6,313.6433333333333,4.79,63.32328924830003,1.96,11.820410164718188
4795,80,17.0,637.0,R,SF,0.6293317117212865,11.2,313.9633333333333,5.01,51.847438643762985,0.8650000000000002,11.429543856031177
4796,95,40.0,638.0,R,SF,0.6420016389832972,11.1,316.58666666666664,4.71,71.96840952899,1.54,11.170435156023453
4797,97,63.0,778.0,P,SF,0.0138919338909449,10.4,301.28666666666663,4.39,69.96513316054887,2.1100000000000003,11.617285480294472
4798,71,36.0,561.0,P,SF,0.0,6.0,274.42,5.52,66.96342488182995,0.7300000000000004,11.728036844587175
4800,58,31.0,769.0,P,MH,0.0,10.4,313.1733333333333,4.32,42.89558552521414,1.93,11.018629143155449
4802,80,29.0,727.0,P,SF,0.0,5.8,333.81,6.35,58.07629314828595,-0.2249999999999996,11.736069016284437
4803,79,35.0,668.0,C,SF,0.0,5.6,301.12333333333333,5.71,66.57777633294302,0.29,11.48246625748552
4804,49,33.0,648.0,C,SF,0.0454630170507792,9.4,298.14666666666665,3.34,19.338738730898665,2.535,10.596634733096073
4805,87,37.0,679.0,R,SF,0.0,5.3,337.8,5.88,63.07877416237327,-0.0049999999999998,11.9891596439666
4806,95,59.0,751.0,R,SF,0.2100698271100526,6.8,264.58000000000004,5.67,93.36872535931629,0.5800000000000001,11.302204433654575
4807,80,58.0,701.0,C,SF,0.0975558725224937,6.3,270.9166666666667,6.02,74.80455341611253,-0.1449999999999995,10.915088464214607
4808,78,54.0,646.0,C,SF,0.5578900240887495,6.4,300.46,4.46,69.72236238248267,1.915,10.896739325546411
4809,80,39.0,687.0,R,SF,0.0,5.6,299.0266666666667,5.82,68.12759923344277,0.4299999999999997,11.461632170582678
4811,95,43.0,685.0,P,PU,0.0,9.5,296.27,3.67,70.45010402318984,2.58,11.904967552746252
4812,73,29.0,541.0,C,SF,0.7892382184693315,5.2,333.89666666666665,6.68,44.87029402096491,-0.8049999999999997,10.968198289528557
4813,77,20.0,651.0,R,SF,0.0,5.7,280.46,5.77,67.53120179903652,-0.1449999999999995,11.407564949312402
4814,95,29.0,608.0,P,SF,0.2155455438218215,5.7,282.03,5.82,90.73706329744276,0.8049999999999997,11.184421397998193
4815,93,58.0,761.0,R,MH,0.0,6.8,265.16,5.79,91.7690342936642,0.96,11.512925464970229
4816,86,44.0,687.0,R,SF,0.2963379978742705,5.8,286.51,5.77,76.93894155989699,0.8550000000000004,11.429543856031177
4817,71,29.0,723.0,C,SF,0.6813751431977786,9.5,297.7,3.55,53.10236474935218,2.325,10.933106969717286
4818,80,21.0,757.0,R,SF,0.0,10.4,305.56,4.77,50.012868771448886,0.9800000000000004,11.532728092266408
4819,95,20.0,796.0,P,SF,0.0,10.3,300.89,4.6,72.00235504004786,1.6500000000000004,11.759785542901755
4820,75,21.0,645.0,C,SF,0.0,5.4,304.88,6.31,61.61118786578896,-0.1849999999999996,11.141861783579396
4821,78,16.0,672.0,C,SF,0.2707957506786136,5.8,316.5833333333333,3.75,56.732313926461856,2.5,11.56171562913966
4822,95,55.0,648.0,P,SF,0.0,9.5,297.7,3.55,71.00505254531306,2.45,11.396391648714276
4823,76,9.0,761.0,R,SF,0.3635253348284633,11.0,322.67333333333335,5.22,54.90353620792959,0.4050000000000002,11.097410021008562
4824,95,45.0,667.0,P,SF,0.0,5.0,309.6033333333333,6.23,77.07045094490749,0.2699999999999996,10.668955394675699
4825,90,28.0,613.0,P,SF,0.0,5.3,321.55333333333334,6.47,68.32763639959236,0.1550000000000002,10.571316925111784
4827,77,40.0,642.0,R,SF,0.0,5.8,333.81,6.35,56.33644875827566,-0.3499999999999996,12.388394202324129
4830,78,18.0,643.0,R,SF,0.6251812323351958,5.8,333.81,6.35,56.52351315963315,0.4000000000000003,11.156250521031495
4831,85,35.0,658.0,C,MH,0.4934600001387813,5.0,312.41,6.43,77.62062222980661,0.0700000000000002,11.002099841204238
4832,90,43.0,667.0,R,MH,0.3130900142970167,6.3,270.9166666666667,6.02,86.35695510761833,0.1050000000000004,11.635143097694478
4833,62,44.0,650.0,R,SF,0.0,10.8,335.50666666666666,5.25,44.62695309382824,0.875,11.982929094215963
4834,90,22.0,698.0,C,MH,0.4080800898790498,5.6,299.0266666666667,5.82,79.96668807038907,0.1799999999999997,11.082142548877775
4835,95,49.0,704.0,P,MH,0.1221530044192764,5.5,303.22,5.98,79.35244206754477,0.2699999999999996,11.362102575235644
4836,90,39.0,575.0,P,SF,0.4140830272769907,6.2,271.94,5.87,84.8525046615675,2.13,11.302204433654575
4837,95,28.0,649.0,P,SF,0.0,4.9,331.75,6.17,70.86527198741078,0.33,10.839580911706463
4838,74,26.0,697.0,C,SF,0.6693350950410583,10.5,310.24666666666667,4.24,55.56965149435806,1.885,11.127262984158243
4839,88,27.0,614.0,R,PU,0.0,5.7,289.05,5.79,78.01598720533667,0.4599999999999999,12.517227074167097
4840,80,37.0,737.0,C,SF,0.618882460392029,10.3,301.68333333333334,4.22,61.56033800037926,2.905,11.211820372186306
4841,61,35.0,670.0,C,SF,0.0,11.3,326.52666666666664,5.29,45.60612677018566,1.835,11.418614785498987
4842,97,57.0,705.0,P,SF,0.0,5.3,323.48,6.3,75.31242054205161,-0.0499999999999998,11.33857207782545
4843,90,13.0,664.0,C,SF,0.3085226448221005,6.0,333.74666666666667,6.52,69.72804864368184,-0.1449999999999995,11.127262984158243
4844,66,46.0,677.0,P,SF,0.3740251839630766,5.2,319.62666666666667,6.63,43.68153162689806,-1.13,10.308952660644293
4845,93,24.0,624.0,R,MH,0.0,5.9,275.38666666666666,6.12,87.85760432900157,1.505,11.703545824578878
4846,80,33.0,646.0,R,SF,0.827478421214266,5.8,333.81,6.35,57.59626588590364,-0.4749999999999996,11.326595886778735
4848,77,55.0,724.0,R,SF,0.3218077402508962,10.6,313.6433333333333,4.79,57.50877296711254,1.085,11.198214720130528
4849,73,25.0,700.0,C,SF,0.3450007828888052,6.0,308.8066666666667,4.1,49.39264456918295,1.9000000000000004,10.950806546816688
4850,90,34.0,657.0,C,SF,1.0,5.2,333.89666666666665,6.68,18.943591463374265,-0.4299999999999997,12.337100907936577
4851,70,43.0,576.0,P,SF,0.0,5.6,299.0266666666667,5.82,58.76951582041057,-0.0700000000000002,12.345834587905333
4852,80,46.0,746.0,C,SF,0.5343936071553733,10.2,299.91,4.71,58.20681764812272,1.04,11.790557201568507
4853,92,41.0,664.0,R,SF,0.0,5.5,336.47,6.06,66.86358060916993,0.1900000000000004,11.813030057420567
4854,56,40.0,532.0,C,MH,0.0,5.4,304.88,6.31,50.79658668960028,0.6900000000000004,10.819778284410283
4855,67,55.0,602.0,R,SF,0.0,10.8,335.50666666666666,5.25,36.70376560758283,0.125,11.711776323715394
4856,69,45.0,708.0,C,SF,0.0,5.3,323.48,6.3,46.313143550496655,-0.9249999999999998,12.634603026569334
4857,95,43.0,723.0,P,SF,0.0,5.3,337.4833333333333,5.96,68.24170011954114,-0.0849999999999999,12.043553716032399
4858,73,42.0,638.0,R,SF,0.3652633786643401,8.6,334.88666666666666,6.2,52.441896163876336,-0.3250000000000002,11.03488966402723
4859,94,37.0,641.0,R,SF,0.4616180000104419,6.0,333.74666666666667,6.52,54.12850951306866,-1.0199999999999996,11.211820372186306
4860,92,47.0,691.0,R,MH,0.2766223791284665,5.0,311.00666666666666,6.24,72.39038321658076,0.1349999999999998,11.27720313144916
4861,93,60.0,665.0,R,SF,0.0,7.3,299.84666666666664,4.39,65.29267361095671,1.3600000000000003,11.728036844587175
4862,80,18.0,653.0,R,SF,0.0,4.9,332.18333333333334,6.16,63.89052696532448,-0.2850000000000001,12.225875272826354
4863,94,56.0,682.0,P,SF,0.0449954288414646,5.6,296.93,5.62,80.20670301298695,0.2549999999999999,11.385092093460344
4864,73,42.0,749.0,R,MH,0.3443134724452176,10.2,302.08,3.94,32.83489628007364,2.31,11.396391648714276
4865,95,32.0,606.0,R,SF,0.5771561271340963,4.4,358.46,3.85,50.03954070189143,2.4,11.461632170582678
4866,75,32.0,666.0,R,SF,0.6254254317020627,10.3,301.68333333333334,4.22,56.72481449935072,1.6550000000000002,11.418614785498987
4867,80,42.0,633.0,C,SF,0.094328372293129,4.3,362.9333333333333,3.94,44.86756700883496,2.06,11.719939634354555
4868,90,35.0,675.0,P,SF,0.3413036665936741,5.7,283.5233333333333,5.7,80.80402632808865,1.1749999999999998,11.127262984158243
4869,57,64.0,777.0,R,SF,0.9457400732144884,9.5,297.7,3.55,42.89221805572452,2.825,10.51867319162636
4870,95,43.0,774.0,P,MH,0.0,5.2,317.7,6.79,74.90946034024311,-0.29,11.626254150277232
4871,97,25.0,619.0,P,SF,0.0,6.9,265.6,5.7,96.036382073372,0.2999999999999998,11.703545824578878
4872,94,43.0,648.0,P,SF,0.3228416519754934,9.5,297.7,3.55,68.17379579618787,2.45,11.082142548877775
4873,80,46.0,712.0,C,SF,0.506041220247628,10.2,301.4666666666667,4.87,60.85757443171119,0.8799999999999999,11.522875795823397
4874,95,32.0,747.0,P,PU,0.2320238726496753,10.4,301.28666666666663,4.39,71.95799574977703,1.9850000000000003,11.018629143155449
4875,47,29.0,800.0,P,SF,0.0,5.2,317.7,6.79,36.992557049526255,-0.54,11.652687407345388
4876,76,30.0,695.0,C,SF,0.2485471337643606,10.4,313.1733333333333,4.32,56.49786998440542,1.6799999999999995,11.56171562913966
4877,92,26.0,644.0,R,SF,0.0195226958844637,9.5,295.43,3.9,69.05751613038164,1.975,11.502875129116727
4878,89,19.0,568.0,R,SF,0.4368446593594812,5.9,275.38666666666666,6.12,79.40617305384316,-0.1200000000000001,10.736396675471232
4879,94,24.0,633.0,R,SF,0.0,5.3,323.48,6.3,72.5848053456424,-0.0499999999999998,11.617285480294472
4880,90,52.0,668.0,P,MH,0.4558362643126734,9.5,297.28,3.62,68.90459210720151,3.13,11.48246625748552
4881,97,41.0,623.0,P,SF,0.0,5.7,290.32,5.93,85.637875212747,-0.1799999999999997,11.532728092266408
4882,95,61.0,696.0,R,MH,0.0,5.7,285.01666666666665,5.81,85.93915510160957,0.8150000000000004,11.289781913656018
4883,78,26.0,655.0,R,MH,0.0,6.1,272.76666666666665,5.72,74.72167569053035,0.7800000000000002,11.314474526246391
4885,79,39.0,584.0,R,MH,0.6823583239747456,10.3,303.5133333333333,4.81,61.23399363336792,1.6900000000000004,11.314474526246391
4886,95,41.0,627.0,R,SF,0.1884243900340091,6.2,307.06666666666666,4.14,75.96048744812126,1.8500000000000003,11.362102575235644
4887,90,33.0,704.0,P,PU,0.0,6.0,333.74666666666667,6.52,66.48528934215015,0.7300000000000004,11.711776323715394
4888,82,21.0,705.0,C,SF,0.5026789155308001,5.0,314.17333333333335,6.59,65.46921353700375,-0.0899999999999998,11.03488966402723
4889,95,51.0,618.0,P,SF,0.4182216812849234,9.5,295.26,3.84,72.21373451026216,2.41,11.238488619268468
4890,90,37.0,681.0,P,SF,0.0487970320361852,8.5,299.48,3.54,67.37838427633538,2.96,10.571316925111784
4891,85,49.0,659.0,R,SF,0.165632979713721,5.9,309.17,4.19,57.57459740470178,1.6849999999999996,11.542484267211773
4892,90,57.0,707.0,P,SF,0.0,5.0,332.6166666666667,6.53,66.61994791563626,0.0949999999999997,11.127262984158243
4893,70,51.0,777.0,R,SF,0.6992263732782573,6.1,308.4433333333333,4.14,54.41279504921367,2.2350000000000003,10.714417768752456
4894,95,40.0,758.0,R,MH,0.9029358111346694,6.2,306.05333333333334,4.29,65.71584928195892,1.71,11.451050061252142
4895,94,17.0,594.0,P,SF,0.2954832399503744,10.6,313.6433333333333,4.79,70.52028512926812,2.085,11.580584113444043
4896,87,32.0,592.0,R,MH,0.4467392036045668,4.9,331.75,6.17,65.37917226827432,-0.1699999999999999,11.37366339763672
4897,95,52.0,760.0,P,SF,0.0290051569706076,5.2,338.01,6.03,68.74395371017073,-0.0300000000000002,11.751942365440728
4898,78,37.0,732.0,P,MH,0.2067279312236968,6.9,265.6,5.7,77.54730632530121,0.2999999999999998,11.407564949312402
4899,83,42.0,661.0,R,MH,0.8388216358341691,5.1,340.47,3.42,70.32378303770508,2.705,10.985292722887856
4900,95,44.0,762.0,P,SF,0.1671187855084785,9.7,297.79,3.91,69.45104660084729,1.965,12.14950229404178
4902,79,50.0,664.0,R,SF,0.6690133565966448,11.3,326.52666666666664,5.29,59.74353381671822,0.96,12.025749091398891
4903,95,30.0,630.0,R,SF,0.1498926761698484,5.2,317.7,6.79,69.22524047656927,-1.04,10.915088464214607
4904,88,39.0,769.0,P,MH,0.2442746785266489,5.7,292.5233333333333,5.75,78.84905172210799,0.625,11.522875795823397
4905,85,33.0,725.0,C,SF,0.7812325724073043,11.1,316.58666666666664,4.71,44.10366691736478,0.79,10.915088464214607
4906,80,26.0,670.0,C,SF,1.0,5.2,338.22,5.67,51.9051508161925,0.205,10.545341438708522
4907,95,53.0,700.0,P,SF,0.4235611208430789,10.4,312.59,4.27,70.8900291212808,2.3550000000000004,11.05089000537367
4908,80,35.0,686.0,P,SF,0.0,9.5,294.25,3.98,26.202629466739968,1.395,11.127262984158243
4909,85,5.0,674.0,C,SF,0.2208404851347515,10.3,300.89,4.6,63.752049296524966,2.5250000000000004,11.362102575235644
4910,69,40.0,683.0,C,SF,0.013598974603105,6.1,272.76666666666665,5.72,65.62171857917916,1.0300000000000002,10.858998997563564
4911,95,23.0,724.0,P,SF,0.0,5.8,276.3533333333333,6.28,88.21424651790382,-0.0300000000000002,10.714417768752456
4912,90,48.0,702.0,C,SF,0.0,5.2,325.19666666666666,6.31,69.30741558554311,-0.1849999999999996,12.100712129872347
4913,95,46.0,686.0,R,MH,0.3810817802902712,11.2,313.1066666666667,4.97,71.39557182109239,1.0300000000000002,11.37366339763672
4914,89,36.0,582.0,R,SF,0.2559568011073482,5.1,334.3533333333333,3.61,53.822419792485,3.14,11.33857207782545
4915,68,59.0,631.0,R,SF,0.9138933279718726,10.5,310.24666666666667,4.24,50.408174626432086,2.135,10.51867319162636
4916,79,42.0,584.0,C,MH,0.867284536697786,10.4,314.34,4.58,57.608459409458646,2.17,10.858998997563564
4917,95,43.0,651.0,P,SF,0.0,5.8,286.51,5.77,85.39605992708857,0.7300000000000004,11.141861783579396
4918,68,41.0,658.0,C,PU,0.0,5.7,320.39,4.08,42.03817619276506,1.795,12.611537753638338
4919,89,52.0,696.0,R,SF,0.0,5.7,292.5233333333333,5.75,78.3451045529044,0.75,11.26446410567173
4920,82,37.0,640.0,R,SF,0.0,5.7,278.89,5.99,76.37679411017876,0.1349999999999998,11.49272275765271
4921,78,31.0,702.0,R,SF,0.0,4.0,379.06666666666666,4.6,29.958505928695043,1.4000000000000004,10.819778284410283
4922,80,43.0,718.0,P,SF,0.0,5.7,278.89,5.99,73.9999926416368,-0.1150000000000002,11.429543856031177
4923,78,20.0,666.0,C,SF,0.3767512071865173,11.2,323.95,5.32,53.42553112300399,0.5549999999999997,11.56171562913966
4924,76,33.0,756.0,R,SF,0.0572132281803824,5.6,294.7266666666667,5.62,65.43184838708443,0.1299999999999999,11.669929213779893
4925,68,24.0,607.0,C,MH,0.7291898888010854,5.7,292.5233333333333,5.75,59.40215594014479,0.75,10.933106969717286
4927,89,23.0,754.0,P,SF,0.3356007737195627,4.7,345.27,4.19,48.71466173300924,2.56,10.621327345686446
4928,80,42.0,683.0,R,PU,0.0360289770890995,10.5,310.24666666666667,4.24,59.58469089111889,2.26,11.877568578558138
4929,39,43.0,706.0,C,SF,0.726895178996595,4.9,331.75,6.17,23.67395173105585,-0.2949999999999999,9.798127036878302
4930,94,43.0,732.0,R,SF,0.5220996179508626,5.0,336.5566666666667,3.66,56.01313477044975,2.84,11.289781913656018
4931,80,23.0,660.0,R,SF,0.3767582793903213,10.4,312.59,4.27,59.34487038041312,1.8550000000000004,11.512925464970229
4932,75,26.0,722.0,C,SF,0.4724489783495157,5.3,321.55333333333334,6.47,59.07225094852072,0.2800000000000002,11.002099841204238
4933,66,61.0,636.0,C,SF,0.0,11.4,331.68,4.78,47.48589602376466,1.3449999999999998,12.487485104968359
4934,80,28.0,629.0,P,SF,0.5600284297157356,5.1,332.15,3.59,27.72066705604898,2.535,11.156250521031495
4935,73,28.0,685.0,C,SF,0.0,5.7,335.14,6.09,48.03828071180185,-0.0899999999999998,11.580584113444043
4936,85,17.0,766.0,R,PU,0.0,4.5,353.69,4.02,46.172532138159,1.8550000000000004,11.608235644774552
4937,95,29.0,699.0,P,SF,0.3208910926056718,10.4,312.59,4.27,70.41300000794183,1.9800000000000004,11.56171562913966
4938,74,31.0,656.0,C,PU,0.0,4.9,329.67,6.34,56.17378742055665,-0.0899999999999998,12.037653993905211
4939,80,26.0,773.0,R,SF,0.3670483544616738,5.3,323.48,6.3,61.84365941083029,-0.5499999999999998,11.082142548877775
4940,75,41.0,643.0,R,SF,0.3735578280732541,9.5,298.54,3.36,65.08691076442389,3.265,10.714417768752456
