,OLTV,DTI,CSCORE_B,PURPOSE,PROP,LOSS_GIVEN_DEFAULT,UNRATE,CURR_HPI,MORTGAGE30US,MTM_LTV,INT_DIFF,LOG_OUPB
91,90,61.0,569.0,P,SF,0.4227527854238093,5.3,334.74333333333334,6.46,57.27631193425341,2.29,11.127262984158243
92,95,46.0,629.0,P,MH,0.3335289621825475,5.8,333.81,6.35,66.47308711934616,2.1500000000000004,11.314474526246391
93,64,42.0,715.0,C,SF,0.6925723024816424,6.3,333.62,6.1,24.88251111139054,1.6500000000000004,10.621327345686446
94,83,46.0,755.0,C,SF,0.3882320758304554,4.6,247.60666666666663,7.09,74.14768010775806,0.5350000000000001,11.580584113444043
95,72,43.0,635.0,C,SF,0.2201563462072302,6.3,302.3533333333333,4.23,48.515028019444216,4.02,11.314474526246391
96,80,39.0,653.0,R,MH,0.2814869470357957,4.8,248.33333333333331,7.03,73.33972900840475,0.7199999999999998,11.082142548877775
97,78,45.0,642.0,P,SF,0.0,5.2,308.2,6.21,54.830978480342864,1.415,11.472103470449973
98,95,35.0,561.0,P,SF,0.0,9.5,298.12,3.55,62.31903940075755,5.2,11.418614785498987
99,85,25.0,685.0,R,MH,0.4177450043931376,6.8,262.69666666666666,6.19,70.52625465968353,2.185,11.127262984158243
100,95,57.0,621.0,P,SF,0.0,5.3,321.55333333333334,6.47,68.27919765590985,1.1550000000000002,12.354492650648448
102,75,15.0,691.0,C,SF,0.7192779372029487,8.5,299.48,3.54,47.31876533940881,4.71,10.858998997563564
103,95,44.0,702.0,P,MH,0.0,5.2,249.72,7.14,87.60046175713836,0.6100000000000003,11.407564949312402
104,80,40.0,644.0,C,SF,0.0,4.4,246.88,7.07,75.15177412196765,1.0549999999999995,12.043553716032399
105,90,43.0,717.0,R,SF,0.0,6.8,262.69666666666666,6.19,78.47791927460696,2.435,11.982929094215963
106,97,38.0,719.0,P,SF,0.0,5.7,280.46,5.77,78.97929321828424,1.9800000000000004,11.48246625748552
107,97,31.0,741.0,P,SF,0.0,7.2,254.89,7.14,86.71305205142203,0.9850000000000004,11.835008964139341
108,90,17.0,803.0,P,SF,0.8303748568883648,10.9,320.12,4.94,55.203133892971934,4.06,10.691944912900398
109,90,38.0,610.0,P,SF,0.0,5.3,306.54,6.26,65.00571642683873,1.99,11.396391648714276
111,95,39.0,524.0,P,PU,0.0,5.6,296.93,5.62,75.97094233920537,3.13,11.813030057420567
112,69,37.0,655.0,C,SF,0.0,9.5,298.12,3.55,29.23998227765794,4.075,10.165851817003619
113,80,19.0,700.0,C,SF,0.2079525151581086,7.2,255.25,7.02,71.47386843270694,1.4800000000000004,11.842229212112828
114,85,20.0,673.0,R,SF,1.0,10.2,302.08,3.94,34.49326852828934,4.0600000000000005,11.26446410567173
115,79,30.0,645.0,R,SF,0.0872717711842009,10.8,312.94666666666666,5.0,56.509815421108485,3.25,11.76756768334381
116,88,47.0,547.0,P,SF,0.0,6.7,260.09,6.43,79.50322326476733,2.3200000000000003,12.007621706806335
117,95,28.0,656.0,P,SF,0.0,6.9,265.6,5.7,80.36019206046407,2.05,12.049418835484797
118,57,61.0,649.0,C,SF,0.3775358095122006,6.9,265.6,5.7,48.59553237034501,2.55,10.691944912900398
119,69,43.0,662.0,P,SF,0.0,5.9,251.8033333333333,7.0,63.363447500644064,1.5,11.418614785498987
120,89,31.0,607.0,R,SF,0.0,4.6,247.60666666666663,7.09,82.25524993881209,1.285,11.440354772135393
121,65,26.0,617.0,P,SF,0.0,6.8,267.2766666666667,6.14,43.9747687886709,1.2350000000000003,11.512925464970229
122,75,31.0,591.0,R,SF,0.0,7.2,255.25,7.02,67.37110736560207,1.2300000000000004,11.870599909242044
123,80,40.0,632.0,P,SF,0.2307433511484823,11.3,326.52666666666664,5.29,31.72271291708605,2.585,10.757902880692196
124,90,52.0,703.0,P,SF,0.0086556007887554,3.5,235.98,8.2,88.4499403465362,-0.1999999999999993,11.314474526246391
125,80,51.0,704.0,P,SF,0.0801502277364426,5.6,251.04,7.19,73.05265526334085,0.8099999999999996,12.301382825334498
126,95,47.0,692.0,P,SF,0.0,6.7,260.67,6.15,83.25949497729988,1.975,11.661345470088502
128,95,44.0,624.0,P,SF,0.0,6.8,259.51,6.57,84.40764689968702,1.6799999999999995,11.918390573078392
129,95,32.0,672.0,P,SF,0.0,6.8,264.0,5.88,83.28891550258264,3.995,11.944707881395766
130,80,36.0,556.0,R,SF,0.2425898919698779,3.8,239.01,8.16,77.39951059906626,-0.4100000000000001,11.097410021008562
131,84,60.0,722.0,R,MH,1.0,4.1,538.5633333333333,3.11,21.41015557006604,4.765000000000001,11.289781913656018
132,95,45.0,680.0,P,SF,0.8696429962927458,10.2,337.42,5.01,59.95546264684161,3.49,10.51867319162636
133,80,37.0,587.0,R,SF,1.0,6.2,271.94,5.87,62.44712296674721,1.755,10.621327345686446
134,89,36.0,546.0,R,SF,0.1252406493186641,7.2,254.89,7.14,76.26267762048722,0.4850000000000003,11.141861783579396
135,97,45.0,675.0,P,SF,0.2786706732519291,10.2,299.91,4.71,64.97635581330398,3.79,11.225243392518447
136,95,42.0,648.0,P,SF,0.0,7.0,257.15,6.78,85.189313231256,1.4699999999999998,11.542484267211773
137,72,33.0,642.0,C,SF,0.9241157908604049,11.2,323.95,5.32,46.91626303091485,3.93,11.211820372186306
138,95,42.0,711.0,P,SF,0.0714997370533125,9.9,299.22,4.0,63.66713852603637,4.5,11.608235644774552
139,80,38.0,699.0,R,SF,0.0,5.2,249.72,7.14,74.29055886258601,1.3600000000000003,11.502875129116727
140,97,34.0,695.0,P,SF,0.162168165374559,6.3,270.9166666666667,6.02,80.73492128922402,2.4800000000000004,11.580584113444043
141,90,62.0,704.0,P,SF,0.0,6.8,253.85,6.56,81.5696066313026,1.8150000000000004,11.891361900690473
142,95,43.0,696.0,P,SF,0.0,6.8,264.0,5.88,82.35874685945589,2.62,11.686878772093667
143,97,51.0,666.0,P,SF,0.1757405880176606,5.7,280.46,5.77,77.91127101476145,2.8550000000000004,11.06663836234181
144,95,48.0,632.0,R,SF,0.1798696647838644,4.9,332.18333333333334,6.16,62.203582904951496,2.09,11.350406535472453
145,80,28.0,643.0,P,MH,0.0,6.8,263.42,5.85,69.6344518966494,2.5250000000000004,11.55214617812351
146,97,35.0,612.0,P,SF,0.0,3.7,238.0,8.54,95.65428888140838,-0.4149999999999991,11.362102575235644
147,70,34.0,640.0,C,SF,0.0,6.5,253.33,6.64,64.26696452523416,2.4850000000000003,11.580584113444043
148,90,51.0,638.0,R,MH,0.3205473059597255,10.6,313.6433333333333,4.79,62.92684932258073,4.21,11.198214720130528
149,90,42.0,603.0,P,PU,0.0,5.7,277.32,6.21,73.15041124001154,1.54,11.918390573078392
150,90,42.0,668.0,R,MH,0.0,9.6,336.15333333333336,5.53,59.69044892542424,3.22,11.302204433654575
151,97,40.0,645.0,P,MH,0.2532116725034377,6.1,273.59333333333336,5.59,80.8958768318124,3.91,11.289781913656018
152,69,51.0,634.0,C,SF,0.1266642179980938,5.7,290.32,5.93,49.8252407394544,2.4450000000000003,11.736069016284437
153,80,40.0,569.0,R,SF,0.0,6.9,258.33,6.71,71.61231569585682,2.165,11.571194373094205
154,95,32.0,691.0,P,SF,0.0,4.1,243.39333333333332,7.73,91.14785361372374,1.0199999999999996,11.964001084330445
155,90,37.0,783.0,P,SF,0.211610335398903,11.2,333.59333333333336,5.15,58.134117148624064,3.6,11.289781913656018
156,95,47.0,656.0,P,CO,0.0,6.8,253.85,6.56,87.26983880744231,1.6900000000000004,11.26446410567173
157,80,63.0,667.0,P,PU,0.0,5.2,319.62666666666667,6.63,55.61030130986151,1.62,11.238488619268468
158,75,40.0,590.0,C,SF,0.4289692342598183,6.3,333.62,6.1,48.54449420319953,2.7750000000000004,11.418614785498987
159,90,25.0,610.0,P,MH,0.4821628311982423,6.5,268.87,5.77,83.61235510518519,3.1050000000000004,11.018629143155449
160,70,26.0,586.0,C,SF,0.0,6.7,261.25,6.01,62.53282395661882,3.865,12.031719258385396
161,90,26.0,645.0,P,SF,0.0,5.8,276.3533333333333,6.28,74.42285767122895,2.22,11.502875129116727
162,80,45.0,680.0,P,SF,0.025967520091186,6.8,263.42,5.85,70.0086718598942,2.5250000000000004,12.400816722322686
163,95,58.0,712.0,P,SF,0.2534486511752137,11.0,322.67333333333335,5.22,61.0731300630528,3.155,11.097410021008562
164,97,41.0,601.0,P,SF,0.3034971181010958,9.1,298.46,3.53,63.49858137559036,5.220000000000001,11.429543856031177
165,95,49.0,685.0,P,SF,0.0,7.2,254.89,7.14,81.21950691881612,0.6100000000000003,11.407564949312402
166,51,12.0,605.0,C,SF,0.0,6.1,273.59333333333336,5.59,35.793257720189494,2.535,10.46310334047155
168,90,42.0,644.0,R,SF,0.0,5.9,275.38666666666666,6.12,74.24249812462037,2.38,11.097410021008562
169,74,16.0,657.0,R,SF,0.0,6.8,261.97333333333336,6.13,64.94000085142373,2.495,11.976659481202368
170,75,51.0,654.0,R,SF,0.0,5.6,301.12333333333333,5.71,55.390510119971495,2.915,11.396391648714276
171,85,26.0,633.0,C,SF,0.6746220444942314,8.2,299.68333333333334,3.35,47.733931083759146,5.525,11.314474526246391
172,89,42.0,560.0,R,MH,0.0672322803685295,6.2,271.94,5.87,73.55805812650749,2.63,11.49272275765271
173,80,17.0,568.0,P,PU,0.0,5.4,250.38,7.24,71.35316252210417,0.6349999999999998,11.918390573078392
174,85,39.0,745.0,C,SF,0.0,5.4,250.38,7.24,78.69157260355028,1.2599999999999998,11.082142548877775
175,95,33.0,667.0,P,SF,0.0,5.2,249.72,7.14,89.26224869746899,0.8600000000000003,11.48246625748552
176,84,41.0,621.0,R,MH,0.3919642812754356,7.2,255.61,6.8,80.96153799266068,2.075,11.225243392518447
177,68,64.0,620.0,C,SF,0.0,5.1,315.93666666666667,6.67,47.7301507926926,1.58,11.418614785498987
178,55,36.0,612.0,C,SF,0.4691708648812613,6.8,253.85,6.56,50.1905177572057,2.1900000000000004,10.691944912900398
179,74,35.0,737.0,C,SF,0.0,4.5,357.36,3.93,35.02010530923744,4.57,10.691944912900398
180,95,29.0,683.0,P,SF,0.0,6.8,261.97333333333336,6.13,73.72023394406104,1.37,11.27720313144916
181,95,28.0,705.0,P,SF,0.0130177892851493,11.0,318.3533333333333,4.98,59.84319112179107,2.895,11.813030057420567
182,90,35.0,639.0,P,SF,0.0887458402888057,5.6,296.93,5.62,67.73689679682873,2.755,10.839580911706463
183,76,43.0,641.0,P,SF,0.0,6.8,253.85,6.56,69.038185795765,1.6900000000000004,11.418614785498987
184,88,43.0,791.0,P,SF,0.0,3.7,238.0,8.54,87.30313435966386,0.2100000000000008,11.37366339763672
185,95,36.0,746.0,P,PU,0.0,6.7,260.09,6.43,84.01041611566991,1.6950000000000005,12.117241431823558
186,95,53.0,649.0,R,SF,0.0,5.9,251.8033333333333,7.0,87.79710314055824,2.5,11.385092093460344
187,95,34.0,743.0,P,SF,0.0,6.7,268.0733333333333,6.44,80.79990096021143,1.6849999999999996,11.635143097694478
188,97,48.0,687.0,P,CO,0.1408497841570943,10.5,307.9033333333333,4.46,65.46275432024893,4.04,11.49272275765271
189,76,56.0,624.0,R,SF,0.0,5.5,303.22,5.98,56.36537851809623,2.395,11.84939770159144
190,70,59.0,626.0,C,SF,0.5581495411951287,5.8,286.51,5.77,47.01223578793061,3.1050000000000004,10.714417768752456
191,88,40.0,668.0,P,SF,0.0,4.0,240.77,7.96,85.17791968683804,0.79,11.820410164718188
192,90,40.0,591.0,P,PU,0.0,6.2,252.56666666666663,6.89,82.6616030514785,1.2350000000000003,12.049418835484797
193,80,24.0,608.0,P,SF,0.5869136647670903,6.7,260.67,6.15,70.66595701058317,2.225,10.858998997563564
194,95,43.0,679.0,P,SF,0.0,7.2,255.61,6.8,86.25347807401901,1.4500000000000002,11.238488619268468
195,95,21.0,630.0,P,SF,0.0,3.9,239.89,8.12,93.9443966834734,1.5050000000000008,11.06663836234181
196,94,41.0,598.0,R,SF,0.0934976104278147,5.9,251.8033333333333,7.0,90.9907481169742,1.25,11.652687407345388
197,85,34.0,669.0,C,SF,0.0426666271951806,6.8,263.42,5.85,73.54497488069164,2.4000000000000004,11.082142548877775
198,90,19.0,697.0,R,SF,0.0136554827243781,6.8,265.16,5.79,77.88429725448786,3.46,10.985292722887856
199,56,57.0,623.0,P,SF,0.1140225304789196,5.0,314.17333333333335,6.59,46.40743714206848,2.41,11.736069016284437
200,85,28.0,638.0,C,MH,0.6887299238849993,6.4,301.01,4.53,68.04965182053752,3.845,11.238488619268468
201,95,46.0,752.0,P,SF,1.0,6.3,303.69666666666666,4.28,59.73354499906171,4.22,10.621327345686446
202,94,35.0,571.0,R,SF,0.0548768506347281,6.8,261.97333333333336,6.13,83.00601558218881,2.495,11.26446410567173
203,75,64.0,675.0,C,SF,0.1279737111878391,5.9,251.8033333333333,7.0,69.84902197044295,1.25,11.082142548877775
204,95,38.0,698.0,R,SF,0.1360299709876836,5.0,312.41,6.43,66.04509977746588,1.8200000000000005,11.502875129116727
205,75,15.0,628.0,C,SF,0.0,4.4,246.88,7.07,71.51043821443336,3.43,10.275051108968611
206,97,39.0,639.0,P,MH,0.3577503438474057,5.0,312.41,6.43,69.66479966298184,3.0700000000000003,11.350406535472453
207,90,32.0,678.0,P,SF,0.1746589927787212,6.9,266.04,5.26,77.37192919485791,2.99,11.532728092266408
208,87,15.0,736.0,R,MH,0.1306797317672965,6.7,268.0733333333333,6.44,74.99790729994812,2.185,10.933106969717286
209,95,41.0,706.0,P,SF,0.0,6.7,261.25,6.01,84.38296793916946,2.74,11.99535161421452
210,95,30.0,623.0,P,SF,0.0,7.2,255.25,7.02,90.70666138424473,1.3550000000000004,11.827736204810263
211,74,35.0,654.0,C,SF,0.6620782562854031,11.0,322.67333333333335,5.22,48.688087573165554,3.905,12.061046873479915
212,74,42.0,617.0,R,SF,0.8710539197231805,6.0,274.42,5.52,72.1982679756161,3.2300000000000004,11.156250521031495
213,95,58.0,740.0,P,CO,0.0,6.3,270.9166666666667,6.02,79.97924728359078,1.4800000000000004,11.925035115797062
214,95,46.0,657.0,P,SF,0.0,5.4,250.38,7.24,89.65575839390792,1.5099999999999998,11.56171562913966
215,95,34.0,633.0,P,MH,0.2418053403373195,5.2,249.72,7.14,88.26147904187503,2.2350000000000003,11.407564949312402
216,88,43.0,669.0,R,SF,0.4876295709411094,4.9,341.84,4.2,54.828567779702006,4.925,10.915088464214607
217,97,34.0,658.0,P,SF,0.1020019444917689,6.1,273.59333333333336,5.59,80.70506989735809,2.91,11.626254150277232
218,95,42.0,630.0,R,SF,0.1891780818273455,6.7,260.09,6.43,84.01933950222111,2.4450000000000003,11.542484267211773
219,89,40.0,609.0,P,SF,0.0,11.0,312.25,5.08,67.54855354531662,3.295,12.259613412458204
220,78,34.0,653.0,R,SF,0.2233367056451046,6.1,272.76666666666665,5.72,65.03113555168846,2.905,11.813030057420567
221,97,52.0,717.0,P,SF,0.2320589756224409,5.3,337.8,5.88,62.38558931015745,2.62,11.678439903447801
222,80,54.0,692.0,P,CO,0.0,5.8,286.51,5.77,62.563947711362985,2.6050000000000004,11.652687407345388
224,85,38.0,635.0,C,MH,0.7296443431109426,10.8,335.50666666666666,5.25,53.61295888124244,3.625,11.302204433654575
225,75,17.0,629.0,C,SF,1.0,8.8,298.97,3.52,79.23844796588976,4.355,10.275051108968611
226,90,30.0,686.0,P,SF,0.0,5.0,309.6033333333333,6.23,64.25235513979527,1.7699999999999996,11.396391648714276
227,71,13.0,619.0,C,SF,0.9609109832457952,6.4,300.46,4.46,45.6739910462624,4.29,10.596634733096073
228,89,56.0,693.0,R,SF,0.0,7.1,255.97,7.13,81.1266031757129,0.995,11.451050061252142
229,95,41.0,652.0,P,SF,0.305978563935639,6.8,261.97333333333336,6.13,82.83752729606458,2.12,11.082142548877775
230,80,35.0,693.0,P,SF,0.0,7.1,254.37,6.84,73.55436299181447,1.16,11.970350312009105
231,75,30.0,640.0,C,SF,0.0,6.8,264.58000000000004,5.67,62.87508908870174,2.955,11.03488966402723
232,89,48.0,701.0,R,SF,0.082002893673878,5.5,336.47,6.06,56.72961170047163,2.3150000000000004,11.957611286231675
233,79,47.0,661.0,P,SF,0.2134278303584217,6.9,258.33,6.71,71.15374446256654,1.415,10.896739325546411
234,95,51.0,679.0,P,PU,0.0,5.8,276.3533333333333,6.28,77.86338398909608,1.7199999999999998,11.99535161421452
235,95,51.0,636.0,R,MH,0.0415494394877179,7.1,255.97,7.13,83.89668091196855,1.62,11.314474526246391
236,72,18.0,615.0,C,MH,0.6430413462848825,5.0,314.17333333333335,6.59,53.63117828601338,3.285,10.896739325546411
237,82,27.0,650.0,R,SF,0.7005869782793231,4.0,370.57666666666665,4.43,50.13635218490378,4.195,11.26446410567173
239,90,54.0,666.0,R,MH,0.4163830647800868,5.7,280.46,5.77,72.14783619072465,2.7300000000000004,11.27720313144916
240,80,38.0,664.0,P,SF,0.0,5.7,278.89,5.99,65.51464442324931,2.51,11.002099841204238
241,72,39.0,657.0,R,SF,0.0,5.9,251.8033333333333,7.0,65.7273271848665,1.25,11.289781913656018
242,95,57.0,703.0,R,SF,0.0793294814661094,6.8,265.16,5.79,74.94995368032508,2.21,11.55214617812351
243,90,18.0,762.0,P,SF,0.0,5.6,294.7266666666667,5.62,72.82405451532904,3.005,12.196022309676673
244,71,52.0,711.0,C,SF,0.1167130357154511,5.0,311.00666666666666,6.24,51.05427704672998,2.51,11.002099841204238
245,90,45.0,642.0,P,SF,0.1819046381399215,7.1,255.97,7.13,88.52033803826687,1.995,11.37366339763672
246,80,39.0,626.0,R,SF,0.0,5.9,251.8033333333333,7.0,74.25668235939872,1.5,12.175613438045465
247,88,36.0,692.0,R,SF,0.5201262359020025,6.7,260.09,6.43,77.99167614229327,2.4450000000000003,10.87804719253426
248,80,45.0,659.0,R,SF,0.3334193831098561,5.6,296.93,5.62,60.24410135553834,2.255,11.759785542901755
249,73,37.0,639.0,C,SF,0.3696082580051261,3.8,239.01,8.16,71.36563052086164,1.09,11.870599909242044
250,95,27.0,656.0,P,SF,0.0,7.1,254.37,6.84,86.6809660770837,1.41,12.388394202324129
251,97,36.0,584.0,P,SF,0.0,6.8,265.16,5.79,83.86568028182761,3.085,10.839580911706463
252,80,22.0,728.0,C,SF,0.070143351464367,6.8,253.85,6.56,69.43090611083433,1.3150000000000004,11.350406535472453
253,93,46.0,696.0,P,SF,0.1558397555542403,5.8,310.8233333333333,4.02,54.6066044244525,4.23,11.26446410567173
254,90,44.0,657.0,P,SF,0.0,5.7,290.32,5.93,69.31943157722513,2.3200000000000003,11.429543856031177
255,85,63.0,626.0,P,SF,0.0,8.6,334.88666666666666,6.2,54.89196099881623,3.175,11.502875129116727
256,97,30.0,676.0,P,SF,0.0,5.8,286.51,5.77,75.73183626194589,2.4800000000000004,11.626254150277232
257,97,62.0,702.0,P,SF,0.0210587498521353,9.6,296.61,3.87,63.06787009005335,4.38,11.37366339763672
258,97,33.0,709.0,P,SF,0.9776387650333088,10.1,300.65,4.0,56.46251500847626,5.0,11.03488966402723
259,95,21.0,749.0,P,SF,0.963410060269906,10.2,337.42,5.01,59.222321577460335,3.99,10.545341438708522
260,69,26.0,642.0,C,SF,0.0,3.9,239.89,8.12,67.17844343439019,1.3800000000000008,10.968198289528557
261,95,29.0,756.0,P,SF,0.0,6.2,252.56666666666663,6.89,87.32133922079001,1.6100000000000003,11.589886506106357
262,35,23.0,660.0,R,SF,0.0,6.1,273.59333333333336,5.59,29.15084615214941,2.66,11.112447898373103
263,90,13.0,588.0,P,SF,0.0636878697376072,5.7,290.32,5.93,69.6350054768643,2.5700000000000003,12.128111104060462
264,95,42.0,602.0,P,PU,0.0,5.0,249.06,7.01,89.57660195917015,1.2400000000000002,12.0015054797889
265,74,43.0,594.0,C,SF,0.0,6.3,270.9166666666667,6.02,54.6591737560443,1.8550000000000004,11.626254150277232
266,95,50.0,702.0,R,SF,0.0,5.6,296.93,5.62,81.57950451872222,2.88,11.76756768334381
268,90,36.0,638.0,P,SF,0.0,6.9,266.48,5.4,78.6362594794617,3.475,11.652687407345388
269,95,36.0,739.0,P,SF,0.0,11.0,322.67333333333335,5.22,63.13416710577437,2.905,10.621327345686446
270,90,50.0,658.0,R,SF,0.0,5.0,311.00666666666666,6.24,64.51704458961223,2.51,11.238488619268468
271,95,42.0,727.0,P,SF,0.2246127556757444,5.2,333.89666666666665,6.68,63.48584383725159,1.6950000000000005,10.858998997563564
272,95,47.0,655.0,P,SF,0.0,5.3,334.74333333333334,6.46,62.39882064195556,1.79,11.580584113444043
273,85,52.0,622.0,C,MH,0.0,5.4,250.38,7.24,79.1470686415958,1.6349999999999998,10.968198289528557
274,82,45.0,791.0,C,SF,0.0,6.3,333.62,6.1,52.827902022091,2.4000000000000004,11.002099841204238
275,80,39.0,735.0,P,SF,0.0,7.2,254.89,7.14,72.78054982070698,1.4850000000000003,10.596634733096073
276,70,58.0,633.0,R,MH,0.2830379995361415,5.7,290.32,5.93,62.11473563896468,2.9450000000000003,11.170435156023453
277,67,48.0,661.0,C,SF,0.0,5.0,309.6033333333333,6.23,53.04895917771125,1.6449999999999996,11.33857207782545
278,71,25.0,630.0,C,SF,0.1638798308443384,6.5,253.33,6.64,66.08040954223081,2.1100000000000003,11.002099841204238
279,90,29.0,675.0,P,SF,0.1872415317132783,6.8,265.16,5.79,78.8595739457604,2.46,11.326595886778735
280,75,38.0,625.0,C,SF,0.214895366276635,7.1,254.37,6.84,69.65007648307582,1.1500000000000004,12.133501952695338
281,90,51.0,729.0,P,SF,0.0,5.0,249.06,7.01,85.80395023448165,0.9900000000000002,11.813030057420567
282,78,24.0,692.0,C,SF,0.0,6.9,258.33,6.71,66.71811541675282,1.29,11.314474526246391
283,54,48.0,712.0,C,SF,0.0,5.2,317.7,6.79,9.776933167714985,1.21,10.985292722887856
284,80,46.0,673.0,P,MH,0.7371302243783702,5.7,290.32,5.93,62.71391839667635,2.8200000000000003,11.26446410567173
285,80,27.0,724.0,P,SF,0.0,6.9,266.48,5.4,63.05297107975583,2.85,10.491274217438248
286,84,37.0,636.0,R,MH,0.5554980892741843,5.9,251.8033333333333,7.0,78.69917922778394,1.75,11.198214720130528
287,76,45.0,667.0,R,SF,0.26883763656973,6.6,299.36,4.22,44.6110064010314,4.53,11.451050061252142
288,75,59.0,677.0,P,SF,0.276195221592433,6.8,259.51,6.57,68.00814312656439,1.805,11.418614785498987
289,80,14.0,611.0,P,SF,0.0083348995490052,6.8,264.0,5.88,73.14364564,2.495,11.736069016284437
290,48,54.0,580.0,P,PU,0.0,6.9,266.04,5.26,42.09104158773116,2.865,11.251560700835821
291,97,26.0,692.0,P,SF,0.6047122002519283,10.2,337.42,5.01,62.76734991177933,3.24,11.396391648714276
292,90,53.0,772.0,R,SF,0.5141599628952843,11.4,329.1033333333333,4.84,57.76828568133385,3.41,10.87804719253426
293,94,53.0,678.0,P,SF,0.0,7.2,255.61,6.8,86.78948773882087,1.5750000000000002,11.695247021764184
294,85,33.0,714.0,P,SF,0.0,7.0,257.15,6.78,76.92709083788856,1.5949999999999998,12.345834587905333
295,79,38.0,614.0,R,SF,0.2434201898167499,5.0,309.6033333333333,6.23,55.993104275981125,2.27,11.251560700835821
296,80,38.0,652.0,C,SF,0.0537873193068303,7.2,255.25,7.02,70.13982631407117,1.4800000000000004,11.532728092266408
297,95,31.0,663.0,P,MH,0.3874156369229585,11.2,314.82,5.09,72.54863189030095,4.035,11.097410021008562
298,85,45.0,646.0,R,MH,0.5504575719288812,6.8,267.2766666666667,6.14,77.06105730214632,3.3600000000000003,11.225243392518447
299,63,56.0,665.0,C,MH,0.8265951269916435,6.5,253.33,6.64,58.7258035589942,2.8600000000000003,10.819778284410283
300,90,49.0,611.0,R,SF,0.1992689061956851,6.7,268.0733333333333,6.44,78.77102486974958,2.685,11.589886506106357
301,88,25.0,635.0,R,SF,0.1204716008691468,7.1,255.97,7.13,80.82633057917145,1.245,11.48246625748552
302,75,53.0,727.0,P,MH,0.6073025530931091,7.0,257.15,6.78,67.96973348285545,1.4699999999999998,10.668955394675699
303,80,32.0,626.0,P,SF,0.0,7.0,257.15,6.78,73.7490953317401,1.2199999999999998,11.970350312009105
304,89,47.0,601.0,P,SF,0.0,7.0,257.15,6.78,80.93959377795062,1.5949999999999998,11.686878772093667
305,75,44.0,629.0,C,SF,0.0,6.9,258.33,6.71,63.56591869798319,1.165,11.002099841204238
306,80,33.0,596.0,P,SF,0.0019814563698203,5.7,289.05,5.79,73.98260146145105,2.585,11.211820372186306
307,97,39.0,676.0,P,MH,0.4963174799864781,10.2,299.91,4.71,67.77254302505118,4.54,11.661345470088502
308,95,31.0,715.0,P,SF,0.3009460743262218,10.4,301.28666666666663,4.39,70.38973000351048,5.235,11.617285480294472
309,88,38.0,714.0,R,SF,0.0,6.4,269.8933333333333,5.98,75.3449960871688,2.27,11.532728092266408
310,90,28.0,638.0,R,SF,0.0,6.2,271.94,5.87,77.60058649886004,2.63,11.127262984158243
311,97,46.0,679.0,P,CO,0.4509499531109674,6.9,258.33,6.71,89.37455349010955,2.29,10.933106969717286
312,95,31.0,682.0,P,SF,0.0,7.1,254.37,6.84,87.64746988420191,1.285,12.049418835484797
313,90,31.0,656.0,C,SF,0.0,6.0,274.42,5.52,75.11453777083094,2.8550000000000004,11.744037185933616
314,80,35.0,642.0,C,SF,0.5355941952243876,10.1,300.65,4.0,53.86111292491839,4.5,11.198214720130528
315,68,33.0,617.0,C,SF,0.0,5.3,336.53666666666663,6.26,47.52831183049297,2.49,10.819778284410283
316,97,40.0,643.0,P,SF,0.0,5.8,286.51,5.77,77.30866716073513,2.3550000000000004,11.407564949312402
318,80,39.0,735.0,P,SF,0.0,6.5,253.33,6.64,75.81473291490677,1.9850000000000003,10.645424897265505
319,80,45.0,629.0,P,SF,0.4316700468096779,7.0,257.15,6.78,68.71769110117313,1.5949999999999998,10.778956289890028
320,90,60.0,661.0,P,SF,0.0,5.6,296.93,5.62,69.18311092121881,2.63,11.289781913656018
321,90,59.0,603.0,R,SF,0.4376701759266043,6.9,258.33,6.71,81.69402039699852,2.165,11.326595886778735
322,95,42.0,644.0,P,SF,0.0,6.7,260.09,6.43,85.62568728077645,2.0700000000000003,11.9891596439666
323,79,35.0,649.0,R,MH,0.4939129525797555,5.7,287.78,5.63,63.15505932865973,2.745,10.985292722887856
324,80,17.0,625.0,P,SF,0.0592333384661303,6.2,252.56666666666663,6.89,72.01572883182658,1.8600000000000003,12.165250651009918
325,95,43.0,641.0,P,MH,0.2264075533851105,6.8,259.51,6.57,84.91207284398263,1.93,11.728036844587175
326,80,57.0,652.0,C,SF,0.0436081203564795,5.1,315.93666666666667,6.67,57.11826737426278,2.205,11.472103470449973
327,95,49.0,678.0,R,SF,0.0,4.1,241.65,7.83,93.49955756169092,0.92,11.429543856031177
328,95,39.0,659.0,P,SF,0.3939983179751418,5.7,282.03,5.82,77.3584323381354,3.055,11.211820372186306
329,97,43.0,655.0,P,SF,0.0,7.2,255.25,7.02,90.07467262469044,1.4800000000000004,11.805595078933049
330,69,59.0,709.0,P,SF,0.0,6.9,265.6,5.7,60.24396326068395,2.3,11.251560700835821
331,82,18.0,639.0,R,SF,0.2006001960191964,6.1,273.59333333333336,5.59,69.54438076591778,2.41,12.007621706806335
332,66,45.0,609.0,P,PU,0.4736648413242142,9.1,298.46,3.53,41.58854014423671,4.970000000000001,10.714417768752456
333,90,34.0,627.0,R,MH,0.3227515408654082,6.8,264.58000000000004,5.67,78.89151044555223,3.33,11.461632170582678
334,80,28.0,736.0,C,SF,0.155244857574416,6.1,273.59333333333336,5.59,67.34169465196076,2.285,12.013700752882718
