,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
8281,5.875,250000.0,2005-05-01,70,55.0,596.0,C,SF,1,P,232771.6,2009-04-01,0.0857889361197827
8282,5.5,77000.0,2005-06-01,65,64.0,739.0,C,SF,1,P,62611.49,2009-07-01,0.0733259206577191
8283,7.5,116000.0,2005-07-01,93,50.0,712.0,R,SF,1,P,111198.28,2009-09-01,0.2448293964609952
8284,6.625,27000.0,2005-05-01,90,12.0,695.0,P,SF,1,I,25344.42,2009-06-01,0.3796894957857156
8285,6.125,50000.0,2005-08-01,59,32.0,598.0,C,SF,1,I,45066.37,2012-07-01,0.9020772017211852
8286,5.875,38000.0,2005-05-01,54,30.0,595.0,C,SF,1,P,32656.76,2014-03-01,0.5931155761688368
8287,5.625,200000.0,2005-06-01,94,52.0,643.0,P,PU,1,P,188144.4,2009-08-01,0.0
8288,5.875,116000.0,2005-08-01,80,26.0,789.0,P,SF,1,P,109607.62,2009-03-01,0.1954423049965757
8289,5.0,77000.0,2005-07-01,89,21.0,620.0,P,SF,1,P,48023.32,2012-01-01,0.029108218907318
8290,5.875,329000.0,2005-08-01,85,36.0,711.0,C,PU,1,P,283611.2,2014-05-01,0.2273993750852564
8291,5.625,193000.0,2005-07-01,70,64.0,778.0,C,SF,1,P,168953.75,2013-03-01,0.3683741394649423
8292,5.75,159000.0,2005-05-01,80,41.0,699.0,P,MH,1,P,148393.83,2009-08-01,0.0
8293,6.0,54000.0,2004-10-01,96,25.0,709.0,P,SF,1,P,47002.94,2012-07-01,0.8313554967983359
8294,5.625,137000.0,2005-05-01,90,32.0,664.0,R,SF,1,P,113124.07,2014-10-01,0.0
8295,5.5,254000.0,2005-05-01,74,23.0,780.0,P,SF,1,P,213241.73,2009-12-01,0.0
8296,5.5,124000.0,2005-06-01,89,41.0,766.0,R,SF,1,P,118695.92,2008-04-01,0.2903441459108329
8297,5.875,110000.0,2005-04-01,79,43.0,698.0,C,SF,1,P,101354.91,2010-03-01,0.0
8298,5.625,119000.0,2005-06-01,80,41.0,,P,SF,1,P,112919.64,2009-01-01,0.3945379841558371
8299,6.375,66000.0,2005-06-01,78,49.0,685.0,R,SF,1,I,62818.77,2008-08-01,0.7448718142366698
8300,5.5,102000.0,2005-03-01,80,32.0,741.0,P,PU,1,P,98980.85,2007-03-01,0.1573833906893608
8301,6.75,49000.0,2005-07-01,62,12.0,665.0,C,SF,1,P,42494.48,2009-12-01,0.5305636341680525
8302,6.5,72000.0,2005-07-01,80,29.0,636.0,R,SF,1,P,69703.4,2008-03-01,0.5423427999469852
8303,5.125,202000.0,2005-07-01,67,36.0,621.0,C,PU,1,P,174061.27,2014-10-01,0.0
8304,5.875,125000.0,2005-07-01,63,35.0,619.0,P,SF,1,P,109747.45,2013-01-01,0.7609489235726855
8305,5.125,360000.0,2005-07-01,73,32.0,,R,SF,1,P,344578.62,2008-05-01,0.1434522613564732
8306,5.5,116000.0,2005-07-01,59,28.0,790.0,P,PU,1,P,107148.91,2009-12-01,0.0047994206125723
8307,6.0,98000.0,2005-07-01,80,43.0,753.0,P,CO,1,S,89320.98,2011-11-01,0.2339243804821708
8308,6.0,100000.0,2005-07-01,80,23.0,705.0,R,MH,1,P,88016.11,2009-09-01,0.4376500525427608
8309,5.5,146000.0,2005-06-01,80,35.0,804.0,P,PU,1,S,108764.8,2018-09-01,0.6142192565058557
8310,6.0,83000.0,2005-04-01,71,46.0,728.0,C,SF,1,P,78035.85,2009-10-01,0.5341988757621321
8311,6.0,62000.0,2005-05-01,95,29.0,695.0,R,SF,1,P,59219.23,2008-09-01,0.3134090155304147
8312,5.5,86000.0,2005-07-01,80,36.0,733.0,C,SF,1,P,76179.93,2012-06-01,0.6775056168590446
8313,6.0,200000.0,2005-03-01,69,39.0,626.0,C,SF,1,P,186375.56,2010-03-01,0.4944050960275438
8314,5.875,116000.0,2005-08-01,90,44.0,656.0,R,PU,1,P,106928.34,2011-01-01,0.0
8315,6.0,275000.0,2005-05-01,95,41.0,609.0,R,SF,1,P,255529.66,2010-07-01,0.4593074889342387
8316,6.125,87000.0,2005-05-01,78,52.0,492.0,R,SF,1,P,82343.18,2009-04-01,0.0
8317,5.625,117000.0,2005-08-01,95,45.0,676.0,R,SF,1,P,104717.76,2007-12-01,0.2121878579842184
8318,5.875,189000.0,2005-08-01,86,62.0,679.0,R,SF,1,P,178101.31,2009-11-01,0.0
8319,5.5,71000.0,2005-07-01,65,,605.0,C,SF,1,P,69796.14,2006-10-01,0.1637792374820898
8320,5.875,85000.0,2005-07-01,78,46.0,673.0,R,SF,1,P,78661.24,2009-03-01,0.7454402531215986
8321,5.5,89000.0,2005-06-01,95,36.0,735.0,P,SF,1,P,81712.8,2010-10-01,0.5119900406941691
8322,6.75,74000.0,2005-06-01,90,52.0,674.0,R,CO,1,P,70583.46,2009-06-01,0.2003279952379071
8323,6.499,113000.0,2005-06-01,90,51.0,740.0,C,SF,1,P,108706.98,2008-12-01,0.9056053610028584
8324,5.875,167000.0,2005-04-01,80,19.0,645.0,R,SF,1,P,142819.73,2014-04-01,0.0
8325,5.875,323000.0,2005-06-01,85,62.0,648.0,P,SF,1,S,319274.53,2008-05-01,0.0
8326,5.625,158000.0,2005-06-01,88,52.0,692.0,C,SF,1,P,147560.1,2010-01-01,0.3827880126557196
8327,5.875,144000.0,2005-06-01,80,50.0,701.0,P,SF,1,S,136845.45,2008-11-01,0.1171825010565445
8328,5.375,240000.0,2005-07-01,66,54.0,689.0,C,SF,1,S,218677.47,2011-04-01,0.1334444558777989
8329,5.5,98000.0,2005-08-01,80,24.0,774.0,P,SF,1,S,90604.22,2010-09-01,0.14288716248726
8330,6.25,84000.0,2005-04-01,80,26.0,680.0,P,SF,1,P,72215.07,2013-06-01,0.4335613771356517
8331,5.75,128000.0,2005-07-01,95,36.0,670.0,P,SF,1,P,124551.6,2007-10-01,0.0
8332,6.0,58000.0,2005-07-01,95,60.0,694.0,P,CO,1,P,49709.65,2012-10-01,0.3442954658772386
8333,5.5,130000.0,2005-06-01,69,47.0,714.0,P,PU,1,P,124640.43,2008-05-01,0.0
8334,5.875,112000.0,2005-06-01,70,42.0,659.0,R,SF,1,P,101289.99,2011-11-01,0.0
8335,5.75,172000.0,2005-08-01,74,50.0,692.0,C,SF,1,P,186464.52,2015-05-01,0.4968040058560069
8336,5.875,79000.0,2005-08-01,97,46.0,718.0,P,SF,1,P,72768.15,2010-03-01,0.0
8337,5.75,78000.0,2005-07-01,57,58.0,781.0,P,SF,1,P,67945.6,2013-08-01,0.0
8338,6.125,178000.0,2005-08-01,80,64.0,705.0,P,PU,1,S,168826.23,2009-06-01,0.3168381330843686
8339,6.875,32000.0,2005-08-01,90,36.0,699.0,P,SF,1,I,30517.78,2009-11-01,0.6442690005107486
8340,5.25,184000.0,2005-07-01,95,36.0,601.0,P,PU,1,P,173127.34,2013-02-01,0.0589370484605353
8341,6.375,235000.0,2005-05-01,80,46.0,658.0,P,PU,1,I,230373.77,2007-03-01,0.1157947312743332
8342,6.5,45000.0,2005-04-01,79,18.0,665.0,C,SF,1,P,43389.56,2008-04-01,0.8828201737628231
8343,5.5,50000.0,2005-06-01,71,40.0,752.0,R,SF,1,P,45091.35,2015-04-01,0.7633273070830344
8344,5.5,84000.0,2005-06-01,80,49.0,792.0,P,PU,1,P,65061.0,2017-08-01,0.0127641631507354
8345,5.375,132000.0,2005-06-01,80,30.0,740.0,P,SF,1,P,113874.13,2013-06-01,0.0932082376544922
8346,6.625,84000.0,2005-07-01,70,47.0,625.0,R,SF,1,P,82601.55,2007-02-01,0.0
8347,5.5,40000.0,2005-06-01,50,26.0,654.0,P,SF,1,P,35175.66,2012-10-01,0.4803140023857938
8348,6.0,50000.0,2005-07-01,80,45.0,721.0,P,MH,1,S,42499.84,2012-08-01,0.748370964817055
8349,6.5,109000.0,2005-07-01,91,23.0,674.0,R,PU,1,P,95896.44,2013-09-01,0.0
8350,5.75,55000.0,2005-08-01,85,56.0,646.0,P,SF,1,P,53985.38,2007-02-01,0.0701223144764964
8351,6.375,67000.0,2005-07-01,85,42.0,775.0,C,SF,1,P,63912.93,2009-05-01,0.8217988275548012
8352,5.875,138000.0,2005-04-01,94,48.0,694.0,R,SF,1,P,125879.24,2014-04-01,0.6499516970942555
8353,6.5,62000.0,2005-09-01,69,14.0,712.0,R,SF,1,I,54486.84,2009-04-01,0.0
8354,5.5,360000.0,2005-06-01,73,35.0,701.0,P,PU,1,P,340507.53,2009-03-01,0.0256065623303792
8355,5.875,100000.0,2005-06-01,80,42.0,666.0,C,SF,1,P,92909.29,2010-06-01,0.1390713208359564
8356,5.75,140000.0,2005-07-01,80,49.0,611.0,P,SF,1,S,133276.88,2008-12-01,0.3633676281284732
8357,5.5,161000.0,2005-06-01,76,33.0,619.0,R,SF,1,P,153190.27,2008-10-01,0.3562840314643442
8358,5.375,107000.0,2005-08-01,83,54.0,684.0,C,SF,1,P,86123.44,2009-09-01,0.0682184546163754
8359,5.5,108000.0,2005-07-01,80,38.0,688.0,P,SF,1,P,100763.04,2010-02-01,0.3934596707261598
8360,5.5,72000.0,2005-06-01,80,23.0,676.0,C,SF,1,P,65122.05,2011-07-01,0.8952533931554003
8361,5.875,218000.0,2005-02-01,84,62.0,726.0,C,SF,1,S,203367.9,2010-01-01,0.0
8362,6.75,109000.0,2005-07-01,95,64.0,635.0,R,SF,1,P,97672.86,2013-04-01,0.050081464704483
8363,5.5,40000.0,2005-07-01,64,60.0,682.0,C,SF,1,P,25323.23,2015-08-01,0.0898133092023591
8364,5.625,166000.0,2005-05-01,90,39.0,675.0,P,SF,1,S,149355.02,2011-08-01,0.0
8365,5.625,140000.0,2005-06-01,80,46.0,728.0,P,SF,1,S,112866.18,2015-09-01,0.0198291586346505
8366,5.625,96000.0,2005-07-01,55,,741.0,C,SF,1,P,77703.51,2009-08-01,0.0
8367,6.5,54000.0,2005-05-01,80,33.0,759.0,C,SF,1,I,50669.64,2009-10-01,1.0
8368,5.625,112000.0,2005-08-01,86,35.0,663.0,C,SF,1,P,100668.8,2012-03-01,0.6313815961197323
8369,6.5,55000.0,2005-04-01,80,35.0,813.0,C,SF,1,I,45826.0,2014-11-01,0.4436835299897984
8370,5.5,86000.0,2005-05-01,80,26.0,681.0,P,CO,1,P,83612.49,2007-06-01,0.0759717186033087
8371,5.75,193000.0,2005-08-01,80,54.0,669.0,R,SF,1,P,188515.38,2006-12-01,0.029606029460959
8372,5.625,117000.0,2005-06-01,73,63.0,597.0,R,SF,1,P,95628.82,2009-04-01,0.618122874650882
8373,6.0,95000.0,2005-06-01,66,,809.0,R,CO,1,P,85605.82,2012-05-01,0.2334611648298044
8374,6.0,210000.0,2005-07-01,80,41.0,665.0,C,SF,1,P,188673.39,2012-06-01,0.1407930718900229
8375,5.5,144000.0,2005-05-01,80,57.0,801.0,P,SF,1,P,141499.47,2006-07-01,0.1227599297155782
8376,6.25,131000.0,2005-08-01,90,40.0,669.0,C,SF,1,P,127343.29,2007-09-01,0.1697910023365524
8377,5.75,60000.0,2005-07-01,76,32.0,633.0,C,SF,1,P,50434.08,2013-10-01,0.640359361121464
8378,5.625,178000.0,2005-07-01,58,64.0,765.0,C,SF,1,P,155601.44,2012-06-01,0.0151129899737831
8379,5.5,315000.0,2005-06-01,90,58.0,671.0,P,SF,1,P,279012.72,2011-10-01,0.1535165264736848
8380,6.0,80000.0,2005-07-01,80,39.0,730.0,R,SF,1,S,68020.2,2014-10-01,0.3641246901483544
8381,6.3,308000.0,2005-06-01,89,46.0,761.0,P,SF,1,S,269366.38,2013-12-01,0.006136545789286
8382,7.0,84000.0,2005-06-01,80,54.0,589.0,C,SF,1,I,75372.5,2013-03-01,0.3582456481765564
8383,6.5,56000.0,2005-08-01,66,43.0,605.0,C,SF,1,I,55639.81,2006-04-01,0.0
8384,5.375,228000.0,2005-08-01,80,26.0,804.0,P,SF,1,P,212754.97,2010-02-01,0.3741275449794871
8385,5.5,139000.0,2005-07-01,73,32.0,,R,SF,1,P,127261.29,2010-02-01,0.1653461302702455
8386,5.875,75000.0,2005-09-01,69,18.0,707.0,C,SF,1,P,60810.13,2009-08-01,0.3348121525349491
8387,6.875,50000.0,2005-06-01,90,36.0,654.0,P,CO,1,I,48123.76,2009-06-01,0.2944836484276827
8388,5.875,72000.0,2005-06-01,67,62.0,643.0,R,SF,1,P,70331.11,2015-08-01,1.0
8389,5.5,114000.0,2005-05-01,74,35.0,764.0,R,SF,1,P,106374.5,2009-12-01,0.1231679409333298
8390,5.75,315000.0,2005-06-01,89,34.0,726.0,C,SF,1,P,295140.84,2010-10-01,0.1356169022374593
8391,5.5,208000.0,2005-07-01,95,41.0,661.0,P,SF,1,P,194133.2,2010-02-01,0.0678853862957873
8392,5.875,133000.0,2005-08-01,90,28.0,785.0,C,SF,1,P,130773.29,2007-01-01,0.0
8393,5.375,272000.0,2005-06-01,80,35.0,678.0,C,SF,1,P,254350.16,2009-10-01,0.023225260022324
8394,6.5,342000.0,2005-05-01,95,46.0,690.0,P,SF,1,P,336841.7,2006-11-01,0.1704876492888814
8395,6.625,47000.0,2005-05-01,66,26.0,635.0,C,SF,1,P,44033.34,2007-08-01,0.0164490950793233
8396,5.875,311000.0,2005-06-01,90,45.0,615.0,P,SF,1,P,287145.25,2010-12-01,0.0
8397,6.625,36000.0,2005-05-01,90,13.0,695.0,P,SF,1,I,33497.0,2009-08-01,0.0960663244251972
8398,5.625,103000.0,2005-07-01,95,38.0,743.0,P,SF,1,S,93741.89,2011-04-01,0.0
8399,5.625,146000.0,2005-06-01,80,36.0,702.0,R,SF,1,P,141615.9,2007-05-01,0.0
8400,5.875,54000.0,2005-09-01,80,28.0,626.0,R,SF,1,P,43778.93,2011-10-01,0.7587927835732016
8401,6.375,98000.0,2005-04-01,95,57.0,690.0,P,PU,1,P,97690.23,2008-11-01,0.7120258939493105
8402,5.5,123000.0,2005-07-01,80,41.0,671.0,P,SF,1,P,117775.38,2008-09-01,0.2289606816278789
8403,5.375,67000.0,2005-07-01,76,14.0,527.0,R,SF,1,P,36107.16,2010-11-01,0.5778007077159535
8404,5.375,89000.0,2005-06-01,80,31.0,774.0,P,SF,1,P,82413.06,2010-06-01,0.6586584861869591
8405,5.875,98000.0,2005-06-01,80,28.0,719.0,C,SF,1,P,87574.96,2007-12-01,0.3569112945204532
8406,5.75,248000.0,2005-06-01,80,49.0,685.0,C,SF,1,P,223864.86,2011-11-01,0.0247410731753553
8407,4.875,52000.0,2005-07-01,78,29.0,700.0,R,SF,1,P,38580.61,2010-06-01,0.4436371778305892
8408,6.0,148000.0,2005-06-01,80,63.0,690.0,P,SF,1,P,138430.12,2009-01-01,0.1466167686924178
8409,5.875,71000.0,2005-07-01,95,52.0,679.0,P,SF,1,P,68136.32,2008-11-01,0.2642707088629041
8410,5.25,217000.0,2005-07-01,68,36.0,773.0,R,SF,1,P,197337.14,2011-04-01,0.0
8411,6.625,67000.0,2005-05-01,89,38.0,715.0,R,SF,1,P,59702.93,2009-11-01,0.3881095295228001
8412,6.0,140000.0,2005-08-01,90,48.0,646.0,C,SF,1,P,127775.05,2013-11-01,0.5644456142180866
8413,6.75,66000.0,2005-07-01,90,42.0,704.0,R,SF,1,I,62701.58,2009-06-01,0.4850592871383237
8414,5.75,271000.0,2005-07-01,75,32.0,488.0,R,SF,1,P,307193.6,2010-11-01,0.3126100405434481
8415,5.875,133000.0,2005-08-01,80,38.0,658.0,C,SF,1,P,124746.23,2010-03-01,0.3208848725274568
8416,6.0,49000.0,2005-06-01,87,42.0,700.0,R,SF,1,P,43521.5,2012-05-01,0.732593963376339
8417,6.125,108000.0,2005-06-01,95,47.0,743.0,P,PU,1,P,101427.5,2009-10-01,0.0553668345308224
8418,5.75,117000.0,2005-07-01,94,37.0,624.0,R,SF,1,P,112471.98,2008-06-01,0.0330810656793466
8419,5.5,105000.0,2005-05-01,59,27.0,664.0,R,SF,1,P,99824.52,2008-11-01,0.0313352402407067
8420,5.875,207000.0,2005-05-01,95,29.0,699.0,P,SF,1,P,196183.84,2009-05-01,0.0189243225848055
8421,5.875,145000.0,2005-06-01,88,34.0,679.0,C,SF,1,P,142545.78,2006-11-01,0.0
8422,5.875,140000.0,2005-05-01,80,34.0,631.0,C,PU,1,P,132477.05,2009-05-01,0.0
8423,5.875,65000.0,2005-06-01,78,28.0,801.0,R,CO,1,P,55561.23,2014-05-01,0.2092241759777271
8424,6.25,230000.0,2005-05-01,79,53.0,647.0,P,PU,1,P,197852.98,2013-12-01,0.1592983645816774
8425,5.875,273000.0,2005-06-01,95,57.0,695.0,P,PU,1,P,254929.84,2010-03-01,0.0
8426,5.5,141000.0,2005-07-01,79,40.0,616.0,C,SF,1,P,131233.77,2010-03-01,0.307956097188688
8427,6.25,27000.0,2005-05-01,80,48.0,652.0,C,SF,1,I,20746.55,2014-12-01,1.0
8428,6.75,72000.0,2005-04-01,85,36.0,696.0,C,SF,1,I,67672.91,2010-05-01,0.8429639131182332
8429,5.25,260000.0,2005-08-01,57,62.0,753.0,P,SF,1,P,216176.44,2009-03-01,0.0
8430,5.75,130000.0,2005-03-01,77,37.0,688.0,C,SF,1,P,111518.49,2012-01-01,0.2626664476610417
8431,5.75,186000.0,2005-04-01,80,34.0,744.0,P,PU,1,P,166231.14,2012-01-01,0.2025493573378108
8432,5.875,115000.0,2005-09-01,88,34.0,667.0,R,PU,1,P,114937.71,2010-08-01,0.0
8433,5.875,66000.0,2005-04-01,79,22.0,724.0,P,SF,1,P,59409.63,2012-03-01,0.5704391909340376
8434,5.625,115000.0,2005-06-01,95,50.0,782.0,P,SF,1,P,99937.31,2013-07-01,0.0
8435,6.5,100000.0,2005-07-01,80,25.0,603.0,P,SF,1,I,96417.13,2008-07-01,0.0
8436,6.125,81000.0,2005-06-01,53,39.0,703.0,C,SF,1,P,75842.08,2010-03-01,0.3283949935392066
8437,6.0,177000.0,2005-05-01,97,54.0,603.0,P,SF,1,P,186000.1,2012-09-01,0.1505081976605186
8438,5.625,149000.0,2005-07-01,90,28.0,625.0,P,PU,1,P,148207.69,2011-12-01,0.1603224050983354
8439,6.125,92000.0,2005-05-01,95,17.0,785.0,P,SF,1,S,78336.1,2013-10-01,0.03564293165313
8440,5.375,165000.0,2005-07-01,95,40.0,724.0,P,SF,1,P,128210.92,2017-01-01,0.3216225510020781
8441,5.625,300000.0,2005-08-01,80,46.0,672.0,C,PU,1,P,238283.88,2016-10-01,0.1250195585714202
8442,5.5,184000.0,2005-07-01,90,44.0,724.0,P,PU,1,P,165122.9,2012-02-01,0.0
8443,5.625,121000.0,2005-08-01,68,45.0,748.0,C,SF,1,S,102580.35,2012-10-01,0.9485686034867736
8444,5.875,50000.0,2005-06-01,70,26.0,717.0,C,SF,1,P,39917.76,2011-11-01,0.8722058439134351
8445,6.25,64000.0,2005-05-01,78,40.0,650.0,R,SF,1,P,57754.78,2011-11-01,0.6288217113247658
8446,5.625,114000.0,2005-03-01,80,25.0,620.0,C,SF,1,P,99010.61,2013-03-01,0.5739068947005469
8447,6.375,170000.0,2005-07-01,90,36.0,710.0,C,SF,1,P,157407.36,2011-03-01,0.6340454149816892
8448,5.875,165000.0,2005-07-01,80,55.0,797.0,P,SF,1,P,151515.11,2011-03-01,0.2831784437425984
8449,5.75,170000.0,2005-07-01,97,30.0,630.0,P,SF,1,P,165486.6,2007-03-01,0.0
8450,5.75,334000.0,2005-08-01,39,57.0,780.0,C,SF,1,S,315379.66,2009-08-01,0.0169353014407536
8451,6.0,119000.0,2005-08-01,72,,676.0,P,SF,1,P,105880.21,2013-02-01,0.0
8452,5.875,144000.0,2005-05-01,65,32.0,706.0,R,PU,1,P,126390.92,2013-04-01,0.0
8453,5.25,59000.0,2005-06-01,64,51.0,787.0,R,SF,1,P,48859.8,2009-02-01,0.2147696437300529
8454,6.25,86000.0,2005-04-01,74,19.0,614.0,C,SF,1,P,74547.44,2014-02-01,0.7762450204386078
8455,5.375,186000.0,2005-08-01,80,39.0,757.0,P,PU,1,P,159522.06,2014-02-01,0.0
8456,5.625,228000.0,2005-06-01,80,39.0,681.0,C,SF,1,P,217595.94,2008-10-01,0.1805762545890916
8457,6.5,40000.0,2005-08-01,90,34.0,701.0,P,SF,1,I,29484.28,2017-11-01,0.8405774836245826
8458,5.375,120000.0,2005-06-01,95,42.0,643.0,R,SF,1,P,103693.99,2016-06-01,0.2134263141798836
8459,6.0,45000.0,2005-06-01,95,38.0,783.0,P,SF,1,S,37760.49,2015-01-01,0.0035314070956072
8460,6.5,45000.0,2005-05-01,90,,745.0,P,SF,2,I,42540.69,2009-06-01,0.523206907435225
8461,5.75,50000.0,2005-07-01,60,33.0,679.0,C,SF,1,P,44302.08,2012-12-01,0.0
8462,5.375,75000.0,2005-06-01,75,34.0,706.0,C,SF,1,P,61797.18,2013-01-01,0.7105931985054056
8463,5.75,173000.0,2005-08-01,66,42.0,718.0,R,CO,1,P,151325.31,2011-07-01,0.0
8464,5.875,95000.0,2005-06-01,80,25.0,623.0,C,SF,1,P,89104.54,2008-08-01,0.3270154368473092
8465,5.35,78000.0,2005-08-01,85,53.0,762.0,C,SF,1,P,60786.55,2010-02-01,0.4565503474441962
8466,5.5,264000.0,2005-07-01,80,38.0,637.0,C,SF,1,P,246340.56,2010-02-01,0.0673144543943947
8467,6.0,100000.0,2005-04-01,79,29.0,754.0,R,SF,1,P,93100.94,2010-02-01,0.0
8468,6.25,109000.0,2005-07-01,80,38.0,690.0,P,PU,1,P,100499.49,2012-11-01,0.1748249973342786
8469,5.5,90000.0,2005-06-01,95,41.0,670.0,P,SF,1,S,81011.18,2011-09-01,0.4271817648311658
8470,5.875,61000.0,2005-06-01,90,33.0,769.0,C,SF,1,P,59737.57,2007-05-01,0.0385850636880658
8471,5.875,70000.0,2005-05-01,65,36.0,700.0,R,SF,1,P,54571.73,2016-09-01,0.246466397270183
8472,6.875,115000.0,2005-06-01,93,42.0,654.0,R,SF,1,P,108509.01,2010-04-01,0.2674084721589934
8473,6.5,87000.0,2005-07-01,80,43.0,721.0,C,SF,1,I,91189.41,2008-08-01,0.4465851855478689
8474,6.0,47000.0,2005-05-01,90,46.0,776.0,C,SF,1,P,42297.41,2012-01-01,0.1377736499593605
8475,6.5,125000.0,2005-07-01,70,46.0,631.0,C,SF,1,P,135539.75,2016-04-01,0.5778162623879711
8476,5.875,152000.0,2005-08-01,69,59.0,678.0,C,PU,1,P,152787.69,2008-08-01,0.260379772596682
8477,5.75,129000.0,2005-06-01,97,60.0,764.0,P,SF,1,P,120043.47,2010-05-01,0.0
8478,5.875,106000.0,2005-08-01,76,47.0,675.0,C,SF,1,P,99382.83,2014-01-01,0.6059453044854486
8479,6.5,95000.0,2005-04-01,76,24.0,676.0,C,SF,1,P,79453.73,2009-09-01,0.7050618070787468
8480,5.75,57000.0,2005-08-01,85,24.0,681.0,P,SF,1,P,54548.97,2008-10-01,0.858227404476597
8481,5.375,95000.0,2005-06-01,79,33.0,709.0,R,SF,1,P,82178.88,2009-10-01,0.6956069870610009
8482,5.625,125000.0,2005-07-01,80,45.0,670.0,R,SF,1,P,119614.64,2008-09-01,0.6602066542351434
8483,6.25,329000.0,2005-07-01,90,28.0,616.0,R,PU,1,P,308291.9,2010-04-01,0.1356244137176809
8484,5.5,120000.0,2005-07-01,80,42.0,726.0,P,SF,1,P,100830.54,2014-12-01,0.0769996311784416
8485,5.875,98000.0,2005-06-01,80,42.0,593.0,P,SF,1,P,93888.98,2008-06-01,0.3754925516405305
8486,6.25,99000.0,2005-07-01,95,32.0,718.0,P,SF,1,P,96504.58,2007-07-01,0.0
8487,5.0,104000.0,2005-08-01,80,60.0,652.0,P,SF,1,S,93325.4,2011-09-01,0.350504249862565
8488,5.625,107000.0,2005-09-01,95,43.0,727.0,P,SF,1,P,103919.98,2007-12-01,0.0
8489,5.875,151000.0,2005-05-01,95,43.0,648.0,R,PU,1,P,148277.81,2006-11-01,0.0
8490,5.625,196000.0,2005-05-01,65,39.0,679.0,C,SF,1,P,174023.6,2012-04-01,0.0
8491,5.75,63000.0,2005-07-01,90,40.0,639.0,C,SF,1,P,56202.95,2017-02-01,0.6073255363601012
8492,6.0,75000.0,2005-06-01,45,54.0,662.0,C,SF,1,S,66750.6,2012-03-01,0.0
8493,5.375,143000.0,2005-06-01,95,51.0,589.0,P,SF,1,P,127727.27,2011-09-01,0.0
8494,5.875,75000.0,2005-08-01,68,12.0,623.0,C,SF,1,P,69844.33,2010-05-01,0.8991051465849165
8495,4.875,101000.0,2005-06-01,90,47.0,716.0,R,PU,1,P,95219.34,2008-03-01,0.0637113543392738
8496,5.875,139000.0,2005-07-01,80,40.0,646.0,R,SF,1,P,132101.55,2009-02-01,0.3304318629199672
8497,6.125,152000.0,2005-06-01,90,60.0,645.0,R,SF,1,P,145799.5,2008-09-01,0.2558642146406537
8498,5.75,150000.0,2005-06-01,36,26.0,729.0,P,SF,1,P,133381.05,2012-08-01,0.0
8499,5.375,200000.0,2005-08-01,79,35.0,720.0,C,SF,1,P,166401.9,2012-12-01,0.0
8500,5.125,299000.0,2005-06-01,80,28.0,780.0,R,SF,1,P,299892.56,2013-04-01,0.2326998678146403
8501,5.375,231000.0,2005-06-01,73,41.0,734.0,P,SF,1,S,207625.78,2011-11-01,0.019771198558103
8502,5.75,46000.0,2005-06-01,57,39.0,685.0,P,SF,1,P,38593.21,2015-02-01,0.0729221985084406
8503,6.25,146000.0,2005-04-01,80,36.0,650.0,C,SF,1,P,138111.08,2009-07-01,0.1845823255771594
8504,5.5,249000.0,2005-07-01,80,39.0,774.0,P,SF,1,P,231809.06,2010-03-01,0.1225440807628585
8505,6.0,108000.0,2005-08-01,78,41.0,727.0,R,SF,1,P,98092.94,2011-09-01,0.2617305596510198
8506,5.75,319000.0,2005-06-01,76,61.0,711.0,C,SF,1,P,276654.7,2010-06-01,0.0934632813073607
8507,5.875,200000.0,2005-08-01,80,44.0,698.0,P,SF,1,P,189347.8,2009-07-01,0.3087611814913622
8508,7.125,152000.0,2005-06-01,95,41.0,659.0,R,PU,1,P,139333.5,2012-02-01,0.0004362316851296602
8509,6.0,128000.0,2005-06-01,97,52.0,660.0,P,PU,1,P,120049.2,2009-09-01,0.0
8510,5.5,276000.0,2005-08-01,80,52.0,744.0,P,SF,1,P,243948.03,2012-05-01,0.2824038933902887
8511,5.875,74000.0,2005-06-01,80,33.0,743.0,P,SF,1,S,68184.48,2010-12-01,0.3324435069259487
8512,5.75,240000.0,2005-06-01,80,50.0,662.0,C,SF,1,P,228837.61,2008-11-01,0.278413389796681
8513,5.625,210000.0,2005-07-01,80,36.0,688.0,P,SF,1,P,188388.66,2010-07-01,0.023742787869393
8514,5.75,236000.0,2005-05-01,80,42.0,730.0,R,SF,1,S,215148.34,2011-05-01,0.3947675693456854
8515,5.625,148000.0,2005-06-01,73,33.0,622.0,C,SF,1,P,127070.62,2014-01-01,0.6130445802215211
8516,5.5,105000.0,2005-06-01,80,45.0,747.0,P,SF,1,P,96601.18,2010-06-01,0.0134721918563742
8517,5.875,154000.0,2005-05-01,80,33.0,640.0,P,SF,1,P,145903.9,2009-05-01,0.0947776789044943
8518,5.875,212000.0,2005-05-01,80,20.0,661.0,C,SF,1,P,194308.77,2011-03-01,0.182427527558761
8519,5.875,115000.0,2005-08-01,80,49.0,795.0,P,SF,1,P,103371.29,2012-05-01,0.5155745970954468
8520,5.75,126000.0,2005-07-01,80,44.0,744.0,P,PU,1,S,117971.8,2009-12-01,0.5563228605353902
