,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
13928,5.625,136000.0,2008-10-01,80,20.0,643.0,P,PU,1,P,129679.24,2012-02-01,0.1034757246703901
13929,4.5,201000.0,2009-01-01,90,41.0,791.0,R,SF,1,P,184351.33,2013-11-01,0.1075963700177043
13930,5.0,330000.0,2009-01-01,77,49.0,773.0,C,SF,1,P,324714.38,2010-03-01,0.125993582881975
13931,4.875,157000.0,2009-02-01,65,54.0,759.0,R,SF,1,S,153609.36,2010-08-01,0.3480780639489605
13932,5.0,131000.0,2009-01-01,77,34.0,715.0,R,PU,1,P,126142.55,2011-06-01,0.0445779538940508
13933,4.625,147000.0,2009-02-01,90,43.0,644.0,R,SF,1,P,138552.62,2012-08-01,0.2047163812305973
13934,5.0,296000.0,2009-02-01,80,38.0,721.0,C,SF,1,P,288597.1,2010-11-01,0.4371316242600112
13935,6.75,108000.0,2008-12-01,80,44.0,671.0,C,CO,1,P,104096.83,2011-07-01,0.3387415266565468
13936,5.0,201000.0,2009-02-01,80,48.0,671.0,C,SF,1,P,191449.84,2012-03-01,0.1648700872413548
13937,4.75,90000.0,2009-01-01,78,47.0,786.0,R,SF,1,P,59519.92,2015-03-01,0.1943555942403738
13938,5.5,109000.0,2008-12-01,68,34.0,636.0,C,SF,1,P,107151.67,2010-04-01,0.3661230386787206
13939,5.0,116000.0,2009-02-01,80,39.0,791.0,C,SF,1,P,105250.17,2014-10-01,0.5756881132060205
13940,5.125,258000.0,2009-02-01,80,37.0,728.0,C,PU,1,P,248017.3,2011-11-01,0.164435360895843
13941,4.75,222000.0,2009-01-01,79,48.0,760.0,C,SF,1,P,213146.45,2011-07-01,0.1632479713552294
13942,4.875,103000.0,2009-01-01,90,39.0,757.0,R,SF,1,S,99897.02,2010-08-01,0.4952192405955304
13943,6.0,140000.0,2008-12-01,64,51.0,721.0,C,SF,1,P,127954.51,2017-03-01,0.297507647948751
13944,7.0,40000.0,2008-12-01,55,55.0,684.0,C,SF,1,P,36942.88,2011-01-01,0.3240683763320421
13945,4.75,225000.0,2009-02-01,85,47.0,745.0,C,PU,1,P,239953.31,2013-08-01,0.63546697938375
13946,4.625,202000.0,2009-03-01,73,58.0,739.0,R,PU,1,S,193747.06,2011-10-01,0.7630163858734311
13947,5.0,65000.0,2009-03-01,76,25.0,804.0,R,SF,1,P,64644.69,2009-11-01,0.4912343773651294
13948,4.625,190000.0,2009-05-01,80,32.0,784.0,P,SF,1,P,161652.94,2017-06-01,0.0291336500660945
13949,5.5,187000.0,2009-04-01,75,38.0,652.0,C,SF,1,S,177691.77,2012-09-01,0.8392774996842467
13950,5.125,32000.0,2009-04-01,64,28.0,651.0,P,SF,1,P,28836.94,2011-06-01,0.8057339157707066
13951,4.5,225000.0,2009-04-01,66,49.0,748.0,C,PU,1,S,214225.38,2012-03-01,0.8083537643085776
13952,5.75,387000.0,2009-01-01,85,52.0,700.0,C,PU,1,P,384711.6,2009-07-01,0.1158865552571808
13953,5.875,109000.0,2009-04-01,75,64.0,688.0,R,SF,1,I,76445.36,2018-02-01,0.0
13954,4.875,273000.0,2009-02-01,73,25.0,790.0,R,SF,1,P,260692.8,2011-12-01,0.3494102035322864
13955,5.0,417000.0,2009-03-01,93,37.0,755.0,P,PU,1,P,408190.3,2010-09-01,0.0480285732413419
13956,5.125,412000.0,2009-05-01,90,39.0,801.0,P,CO,1,P,399251.16,2015-12-01,0.1805697492011803
13957,4.375,209000.0,2009-04-01,79,37.0,816.0,C,SF,1,P,202355.12,2011-04-01,0.2655028591828969
13958,4.75,130000.0,2009-03-01,52,42.0,813.0,R,SF,1,P,113723.92,2015-09-01,0.0
13959,4.625,200000.0,2009-04-01,80,44.0,739.0,R,CO,1,P,196844.31,2010-05-01,0.4929185217838717
13960,4.75,179000.0,2009-04-01,78,55.0,797.0,R,PU,1,P,163209.73,2014-07-01,0.1109268710802808
13961,4.375,255000.0,2009-05-01,67,32.0,788.0,R,CO,1,S,245264.55,2011-08-01,0.1568244191770671
13962,4.625,376000.0,2009-03-01,92,36.0,734.0,R,PU,1,P,367443.16,2010-09-01,0.0672245891126782
13963,5.5,107000.0,2009-03-01,68,51.0,737.0,R,CO,1,P,101155.93,2013-03-01,0.2489179086062907
13964,5.5,169000.0,2009-03-01,70,47.0,672.0,C,SF,1,P,167507.06,2010-02-01,0.4652829576122351
13965,4.0,368000.0,2009-03-01,80,51.0,801.0,R,SF,1,P,328271.34,2014-06-01,0.3336199292853483
13966,6.375,384000.0,2008-12-01,90,46.0,731.0,C,PU,1,P,367840.06,2012-06-01,0.021011618769661
13967,4.875,282000.0,2009-03-01,70,37.0,754.0,R,PU,1,P,272028.25,2011-06-01,0.0951960320489078
13968,5.875,58000.0,2009-02-01,49,56.0,660.0,C,MH,1,P,56697.55,2010-01-01,0.3751354346679712
13969,4.875,235000.0,2009-04-01,63,34.0,722.0,C,PU,1,P,226183.23,2011-09-01,0.0
13970,4.875,150000.0,2009-04-01,69,27.0,723.0,C,PU,1,P,147805.1,2011-04-01,0.1124260675253001
13971,6.5,109000.0,2009-04-01,80,36.0,649.0,R,SF,1,P,115023.62,2010-12-01,0.5189963176380286
13972,4.75,232000.0,2009-03-01,80,46.0,767.0,C,PU,1,P,224985.77,2011-03-01,0.1144024458769579
13973,5.0,53000.0,2009-06-01,67,16.0,773.0,C,SF,1,P,38017.97,2017-03-01,0.2098874658364671
13974,4.375,212000.0,2009-05-01,71,32.0,723.0,R,SF,1,P,193815.7,2014-02-01,0.0801458625824871
13975,4.78,90000.0,2009-04-01,90,29.0,722.0,P,SF,1,P,76870.93,2016-11-01,0.0052495729194604
13976,4.875,286000.0,2009-03-01,80,50.0,726.0,R,PU,1,P,281189.4,2010-05-01,0.2663090417549403
13977,4.875,218000.0,2009-03-01,80,41.0,747.0,R,SF,1,P,200699.5,2013-10-01,0.0884756784240866
13978,4.625,183000.0,2009-02-01,74,35.0,793.0,C,PU,1,P,178957.8,2010-09-01,0.3437225550090415
13979,4.875,155000.0,2009-05-01,66,41.0,805.0,C,SF,1,P,144224.28,2013-09-01,0.1141840244922711
13980,4.875,397000.0,2009-04-01,53,38.0,686.0,C,SF,1,P,397524.0,2013-07-01,0.0
13981,4.625,356000.0,2009-03-01,80,28.0,751.0,R,PU,1,P,352826.97,2009-10-01,0.326219290929433
13982,4.5,156000.0,2009-04-01,79,33.0,770.0,C,SF,1,P,141134.83,2014-06-01,0.3402188622539093
13983,5.125,375000.0,2009-04-01,75,33.0,773.0,R,SF,1,I,363897.97,2011-05-01,0.1751731514643026
13984,4.625,214000.0,2009-04-01,90,41.0,787.0,R,PU,1,P,206234.11,2011-08-01,0.0416855907998745
13985,4.75,255000.0,2009-05-01,44,41.0,702.0,C,SF,1,P,241124.88,2012-10-01,0.0832470366322981
13986,5.125,62000.0,2009-01-01,65,30.0,747.0,C,SF,1,P,52159.42,2013-06-01,0.1442332666145528
13987,4.75,86000.0,2009-02-01,61,45.0,790.0,C,PU,1,P,83052.27,2011-04-01,0.1578418561878997
13988,4.625,413000.0,2009-04-01,95,36.0,760.0,R,SF,1,P,390292.1,2012-09-01,0.0044653356476524
13989,4.875,238000.0,2009-04-01,95,40.0,790.0,P,SF,1,P,227209.62,2012-02-01,0.0803189154572933
13990,4.875,150000.0,2009-04-01,75,34.0,708.0,C,SF,1,P,144812.2,2010-02-01,0.255417971400675
13991,6.0,322000.0,2009-03-01,75,63.0,675.0,P,SF,1,P,317480.75,2010-05-01,0.5338239803384405
13992,4.875,352000.0,2009-03-01,73,28.0,803.0,R,SF,1,P,346056.88,2010-06-01,0.5297148041883168
13993,6.0,73000.0,2009-04-01,75,29.0,765.0,C,SF,1,I,69255.26,2013-04-01,0.3740179892422427
13994,4.99,142000.0,2009-02-01,68,23.0,704.0,C,SF,1,P,132285.58,2013-08-01,0.2821607567293156
13995,4.875,399000.0,2009-04-01,95,36.0,740.0,R,PU,1,P,379455.2,2012-06-01,0.0264106244100299
13996,4.5,260000.0,2009-05-01,80,39.0,723.0,P,PU,1,P,253270.31,2011-01-01,0.16065802425151
13997,5.25,336000.0,2009-03-01,94,37.0,735.0,R,PU,1,P,337499.0,2015-07-01,0.0
13998,4.875,81000.0,2009-05-01,70,31.0,772.0,C,PU,1,P,71085.13,2016-08-01,0.3127249188441008
13999,5.375,255000.0,2009-04-01,68,50.0,715.0,R,SF,1,P,239382.22,2013-06-01,0.2990930765338538
14000,4.875,98000.0,2009-04-01,85,38.0,763.0,R,SF,1,P,84712.58,2015-06-01,0.001824915123535
14001,4.875,363000.0,2009-03-01,80,25.0,813.0,R,SF,1,P,350283.0,2011-05-01,0.2978121399786031
14002,4.625,127000.0,2009-05-01,46,24.0,724.0,R,CO,1,S,89202.91,2014-08-01,0.0
14003,5.25,204000.0,2009-05-01,90,34.0,772.0,R,SF,1,P,182465.45,2015-11-01,0.2697415851293996
14004,5.875,278000.0,2009-03-01,80,55.0,677.0,C,SF,1,P,272936.53,2010-08-01,0.7183671063235969
14005,4.5,191000.0,2009-03-01,80,54.0,708.0,P,PU,1,P,182960.83,2011-10-01,0.1468895792499299
14006,5.5,115000.0,2009-05-01,79,42.0,707.0,C,SF,1,P,113111.54,2010-08-01,0.8353318219541362
14007,4.75,120000.0,2009-05-01,80,49.0,806.0,P,PU,1,P,113375.77,2012-10-01,0.2429285400639379
14008,5.625,271000.0,2009-03-01,95,42.0,733.0,P,SF,1,P,243381.89,2015-10-01,0.0
14009,4.875,289000.0,2009-03-01,92,38.0,668.0,P,SF,1,P,275600.16,2012-03-01,0.0
14010,4.875,395000.0,2009-02-01,85,34.0,786.0,C,SF,1,P,376410.72,2012-02-01,0.244520766715887
14011,4.875,158000.0,2009-03-01,80,45.0,709.0,C,SF,1,P,145591.53,2013-11-01,0.3881769710824811
14012,4.75,152000.0,2009-05-01,95,40.0,762.0,P,PU,1,P,146202.1,2011-07-01,0.0885938389113357
14013,5.0,117000.0,2009-02-01,67,55.0,584.0,P,PU,1,P,120200.42,2012-08-01,0.0051683831899507
14014,4.625,245000.0,2009-04-01,66,38.0,749.0,C,SF,1,P,227084.44,2012-11-01,0.3695006789875241
14015,4.875,417000.0,2009-03-01,48,55.0,723.0,C,SF,1,P,430037.97,2012-11-01,0.0
14016,4.5,74000.0,2009-05-01,80,50.0,714.0,R,MH,1,P,29002.56,2019-08-01,0.097145281690174
14017,5.0,133000.0,2009-02-01,85,40.0,748.0,C,SF,1,P,122123.85,2014-02-01,0.0704675095140672
14018,4.875,373000.0,2009-04-01,94,39.0,713.0,R,PU,1,P,351091.22,2014-08-01,0.0
14019,4.875,307000.0,2009-02-01,49,39.0,686.0,C,SF,1,P,276844.47,2014-05-01,0.0
14020,5.0,120000.0,2009-03-01,95,40.0,755.0,R,SF,1,P,114623.14,2012-01-01,0.1765096105702913
14021,5.0,132000.0,2009-05-01,74,27.0,680.0,R,SF,1,P,130691.5,2014-02-01,0.0247076518222302
14022,4.875,388000.0,2009-05-01,78,33.0,703.0,R,PU,1,P,374945.06,2011-08-01,0.3379038241081484
14023,5.375,390000.0,2009-03-01,71,34.0,742.0,R,SF,1,P,373777.78,2012-02-01,0.2616528931189813
14024,4.875,132000.0,2009-03-01,60,23.0,601.0,C,SF,1,P,121203.93,2014-03-01,0.2988424233690254
14025,4.875,71000.0,2009-03-01,71,33.0,802.0,C,SF,1,P,61846.99,2011-12-01,0.9002318728318125
14026,5.0,184000.0,2009-02-01,69,44.0,607.0,R,SF,1,P,192283.42,2011-12-01,0.2307280998634096
14027,4.875,282000.0,2009-05-01,80,47.0,768.0,C,SF,1,P,268566.9,2012-07-01,0.2321188587642634
14028,5.25,304000.0,2009-02-01,95,25.0,655.0,P,SF,1,P,272155.88,2015-08-01,0.0
14029,4.625,403000.0,2009-03-01,80,53.0,764.0,R,SF,1,P,385953.44,2011-11-01,0.0071903978054347
14030,5.0,91000.0,2009-04-01,61,42.0,624.0,R,SF,1,P,77725.26,2017-09-01,0.0
14031,6.5,212000.0,2009-04-01,80,61.0,643.0,P,SF,1,S,186016.8,2017-10-01,0.1361242894311879
14032,4.75,327000.0,2009-05-01,79,41.0,733.0,R,PU,1,P,304988.66,2013-06-01,0.1823639656543237
14033,5.0,113000.0,2009-05-01,62,31.0,730.0,R,SF,1,P,108337.3,2011-03-01,0.1400956239533737
14034,4.5,79000.0,2009-03-01,66,40.0,627.0,C,SF,1,P,77210.1,2015-08-01,0.0
14035,4.875,101000.0,2009-04-01,79,24.0,784.0,R,SF,1,P,94999.41,2012-10-01,0.3253425542585628
14036,4.75,318000.0,2009-03-01,71,23.0,795.0,R,CO,1,P,333869.12,2012-11-01,0.0
14037,4.875,205000.0,2009-06-01,93,36.0,686.0,R,SF,1,P,172170.47,2018-02-01,0.1043153176561929
14038,5.25,116000.0,2009-03-01,80,43.0,696.0,C,SF,1,P,108249.5,2013-08-01,0.4236935931767199
14039,4.875,188000.0,2009-04-01,76,52.0,716.0,R,SF,1,P,182220.56,2011-06-01,0.1419817005550279
14040,4.75,169000.0,2009-04-01,37,38.0,813.0,R,PU,1,P,138775.94,2018-09-01,0.2199130910400383
14041,4.5,181000.0,2009-02-01,80,4.0,802.0,R,SF,1,P,172373.66,2012-01-01,0.1103513024235866
14042,5.125,108000.0,2009-03-01,86,33.0,775.0,R,SF,1,P,98425.01,2014-09-01,0.1422732504853195
14043,5.0,379000.0,2009-05-01,75,47.0,706.0,R,PU,1,S,359521.6,2012-09-01,0.2582319738748306
14044,5.875,113000.0,2009-04-01,70,29.0,677.0,C,SF,1,I,110251.93,2011-01-01,0.3413755131373361
14045,5.0,392000.0,2009-03-01,77,35.0,734.0,R,PU,1,P,390004.66,2009-08-01,0.2712151097414782
14046,4.75,208000.0,2009-02-01,80,27.0,785.0,P,PU,1,P,198351.56,2012-01-01,0.0589639706171964
14047,5.0,189000.0,2009-02-01,90,45.0,717.0,P,SF,1,P,180021.66,2012-03-01,0.0
14048,4.875,355000.0,2009-03-01,62,39.0,729.0,C,SF,1,P,345253.56,2013-08-01,0.1236326427524191
14049,5.875,85000.0,2009-05-01,75,46.0,685.0,C,SF,1,P,32493.31,2013-06-01,1.0
14050,5.75,401000.0,2009-04-01,75,27.0,672.0,R,SF,1,P,393733.34,2010-10-01,0.3531810592463951
14051,5.125,112000.0,2009-04-01,80,25.0,820.0,C,SF,1,P,107021.61,2012-04-01,0.2982381440811286
14052,6.625,160000.0,2009-04-01,80,28.0,644.0,C,SF,1,P,156207.92,2011-02-01,0.470893604264295
14053,4.875,399000.0,2009-03-01,95,38.0,794.0,P,PU,1,P,369835.34,2013-10-01,0.0
14054,5.5,73000.0,2009-02-01,80,30.0,723.0,C,SF,1,P,70405.9,2009-12-01,0.9108333301431266
14055,4.5,417000.0,2009-04-01,70,41.0,782.0,C,SF,1,P,403066.34,2011-05-01,0.0
14056,4.875,122000.0,2009-03-01,74,25.0,803.0,R,SF,1,P,115374.74,2012-06-01,0.3759685405580876
14057,4.875,402000.0,2009-06-01,69,50.0,716.0,C,SF,1,P,410494.53,2015-11-01,0.3700784876473308
14058,4.75,417000.0,2009-05-01,79,45.0,774.0,R,PU,1,P,383507.84,2014-03-01,0.114189707033643
14059,4.75,112000.0,2009-04-01,77,25.0,807.0,C,SF,1,P,105857.1,2012-06-01,0.3178313268080763
14060,5.75,104000.0,2009-04-01,80,26.0,653.0,R,SF,1,P,101587.68,2011-02-01,0.991923427868614
14061,5.375,128000.0,2009-03-01,76,29.0,798.0,C,SF,1,P,126982.36,2009-11-01,0.6404159072107827
14062,5.625,111000.0,2009-05-01,93,39.0,722.0,P,PU,1,P,100633.39,2015-08-01,0.0
14063,4.875,172000.0,2009-05-01,80,39.0,704.0,C,SF,1,P,161580.64,2013-03-01,0.9290356344418194
14064,4.75,114000.0,2009-03-01,76,23.0,750.0,C,SF,1,P,95759.01,2018-08-01,0.0
14065,4.5,155000.0,2009-04-01,79,28.0,773.0,R,PU,1,P,144530.39,2013-04-01,0.0228276185020558
14066,5.25,240000.0,2009-04-01,80,37.0,736.0,C,SF,1,P,232330.05,2011-07-01,0.1403494499557909
14067,4.875,150000.0,2009-04-01,80,28.0,746.0,C,SF,1,P,147674.88,2010-03-01,0.3461302636217739
14068,4.875,376000.0,2009-05-01,90,25.0,787.0,P,PU,1,P,359174.62,2011-07-01,0.0420184122225365
14069,6.125,100000.0,2009-03-01,80,24.0,599.0,P,SF,1,P,91904.79,2014-07-01,0.1044041183968158
14070,5.125,240000.0,2009-05-01,80,46.0,734.0,R,SF,1,P,230943.19,2011-12-01,0.1445501551078173
14071,4.75,132000.0,2009-03-01,80,53.0,754.0,C,SF,1,P,123440.01,2013-03-01,0.0
14072,4.99,147000.0,2009-05-01,90,23.0,690.0,R,SF,1,P,131433.98,2015-08-01,0.0860572287505892
14073,5.375,198000.0,2009-03-01,90,47.0,664.0,R,SF,1,P,190639.06,2011-11-01,0.1859457299256612
14074,4.625,319000.0,2009-03-01,75,55.0,733.0,P,CO,1,P,298525.72,2012-11-01,0.118598336350417
14075,4.75,350000.0,2009-05-01,76,30.0,745.0,C,SF,1,P,303199.94,2016-06-01,0.2321333051203767
14076,5.375,275000.0,2009-03-01,65,30.0,632.0,R,SF,1,P,266966.66,2011-05-01,0.0209938626976824
14077,5.25,75000.0,2009-04-01,80,14.0,767.0,C,SF,1,P,61425.32,2019-03-01,0.4230978524671917
14078,5.75,124000.0,2009-04-01,75,51.0,740.0,P,SF,1,I,120645.23,2010-09-01,0.0
14079,6.625,175000.0,2009-03-01,65,46.0,689.0,R,SF,1,I,168680.81,2012-05-01,0.2098570599130828
14080,4.75,230000.0,2009-03-01,65,64.0,750.0,R,SF,1,S,199547.7,2016-05-01,0.0
14081,4.75,186000.0,2009-04-01,69,52.0,716.0,R,SF,1,P,173670.67,2012-05-01,0.2085147086489038
14082,4.75,269000.0,2009-02-01,80,54.0,730.0,R,PU,1,P,252231.23,2012-10-01,0.2778460093104052
14083,4.875,235000.0,2009-05-01,79,51.0,769.0,C,SF,1,P,220661.83,2013-04-01,0.264360336912658
14084,4.625,154000.0,2009-03-01,80,32.0,688.0,C,PU,1,P,137975.8,2013-02-01,0.5253991833061528
14085,5.0,178000.0,2009-03-01,80,32.0,783.0,C,SF,1,P,161108.53,2014-07-01,0.0
14086,4.75,99000.0,2009-05-01,75,41.0,735.0,R,SF,1,P,94476.53,2012-04-01,0.0534228558966418
14087,5.0,364000.0,2009-06-01,80,42.0,738.0,C,SF,1,P,343738.66,2012-08-01,0.3657756813929405
14088,4.375,417000.0,2009-05-01,73,34.0,691.0,C,PU,1,P,405970.03,2011-02-01,0.0898602198382331
14089,4.875,163000.0,2009-04-01,85,46.0,730.0,R,SF,1,P,152555.81,2013-04-01,0.0435253646155321
14090,6.25,398000.0,2009-03-01,80,51.0,641.0,P,SF,1,P,390892.97,2010-10-01,0.3979162329641865
14091,4.75,109000.0,2009-03-01,74,41.0,753.0,C,PU,1,P,95665.75,2015-12-01,0.1737343077492467
14092,5.25,79000.0,2009-04-01,51,40.0,605.0,R,SF,1,P,74284.9,2012-05-01,0.8079200398181956
14093,5.0,67000.0,2009-05-01,79,21.0,687.0,R,SF,1,P,60658.76,2015-02-01,0.8254392044993886
14094,4.875,417000.0,2009-04-01,71,40.0,791.0,R,SF,1,S,402969.34,2011-07-01,0.28565588929467
14095,4.625,230000.0,2009-04-01,75,34.0,775.0,C,SF,1,P,204421.9,2013-11-01,0.4805682011953373
14096,4.625,147000.0,2009-05-01,93,32.0,788.0,R,SF,1,P,147210.25,2009-07-01,0.013389305219915
14097,4.5,413000.0,2009-05-01,95,32.0,684.0,P,PU,1,P,398800.25,2011-06-01,0.2333457576558272
14098,4.75,207000.0,2009-05-01,95,26.0,700.0,R,SF,1,P,195634.16,2012-10-01,0.0115533391701208
14099,4.75,200000.0,2009-03-01,74,51.0,760.0,C,SF,1,P,197595.9,2010-01-01,0.5855354031931856
14100,5.375,55000.0,2009-05-01,75,50.0,711.0,C,PU,1,I,51796.15,2013-01-01,0.4997667011015388
14101,4.875,345000.0,2009-03-01,75,52.0,660.0,C,SF,1,P,334794.56,2011-03-01,0.304100972298684
14102,6.5,47000.0,2009-03-01,61,47.0,618.0,R,SF,1,P,39786.49,2019-01-01,0.0119399537040536
14103,4.375,182000.0,2009-04-01,93,25.0,738.0,R,SF,1,P,167958.61,2013-08-01,0.1259576839569198
14104,4.625,234000.0,2009-05-01,90,39.0,730.0,P,PU,1,P,228700.58,2010-11-01,0.1369743180083921
14105,4.875,97000.0,2009-04-01,77,27.0,809.0,R,MH,1,P,83330.45,2015-10-01,0.2187038792653271
14106,4.375,75000.0,2009-05-01,41,23.0,715.0,C,SF,1,P,28607.07,2018-05-01,0.0031666942039295
14107,4.875,137000.0,2009-05-01,90,41.0,699.0,R,SF,1,P,134025.06,2010-10-01,0.2711223764332479
14108,4.375,148000.0,2009-04-01,70,35.0,785.0,C,SF,1,P,137426.52,2013-08-01,0.6182253101501292
14109,5.0,68000.0,2009-06-01,50,46.0,645.0,C,SF,1,P,62293.7,2014-04-01,0.0
14110,4.5,158000.0,2009-05-01,80,41.0,755.0,P,SF,1,P,150845.45,2012-04-01,0.2256215486587109
14111,6.0,75000.0,2009-06-01,76,23.0,733.0,R,MH,1,P,74787.0,2015-01-01,1.0
14112,5.0,357000.0,2009-06-01,77,49.0,687.0,R,PU,1,P,343806.44,2011-06-01,0.4612168442844748
14113,5.375,53000.0,2009-09-01,47,39.0,756.0,C,SF,1,P,51696.61,2011-07-01,0.3710486931263324
14114,5.125,132000.0,2009-06-01,80,55.0,723.0,C,SF,1,P,113423.05,2017-08-01,0.4665466846671235
14115,5.5,152000.0,2009-08-01,80,46.0,694.0,C,SF,1,P,146067.4,2012-06-01,0.4994668218336839
14116,4.875,136000.0,2009-06-01,80,50.0,768.0,P,PU,1,P,129544.35,2011-12-01,0.1045607101641971
14117,4.75,237000.0,2009-06-01,72,37.0,758.0,R,PU,1,P,230070.88,2011-02-01,0.411954395020212
14118,5.375,336000.0,2009-09-01,80,52.0,729.0,C,SF,1,P,328958.72,2011-04-01,0.1150392163746515
14119,5.0,417000.0,2009-05-01,73,41.0,749.0,R,PU,1,P,399844.78,2014-03-01,0.261099171852468
14120,4.625,209000.0,2009-06-01,76,55.0,797.0,C,SF,1,P,199219.38,2012-05-01,0.4137984159265383
14121,4.5,409000.0,2009-06-01,52,58.0,734.0,R,PU,1,P,368557.84,2014-11-01,0.2538768852267452
14122,4.875,114000.0,2009-06-01,80,32.0,732.0,C,SF,1,P,98950.8,2017-02-01,0.0
14123,5.0,74000.0,2009-05-01,59,34.0,700.0,R,SF,1,P,55725.33,2016-06-01,0.782210722212829
14124,4.99,320000.0,2009-07-01,80,42.0,681.0,R,SF,1,P,311144.84,2011-06-01,0.1393499948562117
14125,5.75,84000.0,2009-06-01,71,30.0,741.0,R,MH,1,P,79133.71,2013-04-01,0.4051736679364387
14126,5.875,207000.0,2009-07-01,69,52.0,716.0,C,SF,1,P,204620.73,2010-07-01,0.282057149148408
14127,5.875,124000.0,2009-06-01,80,41.0,707.0,C,SF,1,P,113959.43,2015-02-01,0.7467940813872084
14128,4.875,88000.0,2009-07-01,91,36.0,768.0,R,PU,1,P,85028.97,2011-09-01,0.1836632140826146
14129,5.0,170000.0,2009-07-01,80,31.0,794.0,R,SF,1,P,161543.19,2012-11-01,0.3944830119925361
14130,4.875,160000.0,2009-06-01,80,48.0,746.0,C,SF,1,P,146824.47,2013-05-01,0.0461175149115131
14131,5.125,273000.0,2009-05-01,66,5.0,739.0,R,CO,1,S,264443.47,2011-08-01,0.2738657604651875
14132,5.0,139000.0,2009-06-01,80,54.0,787.0,C,SF,1,P,128436.6,2014-03-01,0.0370729194577698
14133,4.875,233000.0,2009-06-01,75,61.0,801.0,R,SF,1,P,223075.89,2012-02-01,0.2737271935973022
14134,4.5,82000.0,2009-08-01,71,53.0,731.0,C,SF,1,P,72024.28,2016-07-01,0.7379613478874529
14135,5.125,164000.0,2009-06-01,80,24.0,777.0,R,SF,1,P,154353.12,2012-12-01,0.0
14136,4.875,125000.0,2009-07-01,66,28.0,787.0,C,SF,1,P,117577.88,2016-03-01,0.0055464266155631
14137,5.875,105000.0,2009-05-01,68,29.0,654.0,R,SF,1,P,102946.21,2010-07-01,0.5219618212458998
14138,5.25,346000.0,2009-05-01,66,49.0,747.0,R,PU,1,P,338153.06,2011-01-01,0.1113391614540678
14139,5.375,273000.0,2009-06-01,85,41.0,787.0,R,PU,1,P,259488.61,2012-11-01,0.0317650183351919
14140,5.25,415000.0,2009-06-01,90,39.0,749.0,P,SF,1,P,396387.97,2012-07-01,0.0958462141336435
14141,4.75,160000.0,2009-06-01,95,42.0,755.0,P,SF,1,P,143377.62,2015-05-01,0.1788479373597636
14142,5.125,329000.0,2009-07-01,80,30.0,729.0,R,PU,1,P,325470.62,2010-05-01,0.119393070267158
14143,4.875,121000.0,2009-06-01,89,43.0,661.0,R,SF,1,P,103793.36,2017-06-01,0.5598949072018096
14144,4.99,318000.0,2009-06-01,80,53.0,730.0,R,CO,1,S,306469.06,2011-10-01,0.3325486565222224
14145,6.375,120000.0,2009-08-01,75,30.0,750.0,P,PU,1,I,111536.71,2014-12-01,0.0
14146,4.5,116000.0,2009-07-01,80,54.0,731.0,C,SF,1,P,112308.84,2011-07-01,0.2664330371216871
14147,4.5,69000.0,2009-05-01,75,45.0,630.0,R,SF,1,P,66334.34,2010-02-01,0.3625734269005324
14148,6.5,110000.0,2009-07-01,75,20.0,729.0,P,SF,1,I,74247.5,2013-12-01,0.0
14149,4.875,343000.0,2009-03-01,75,27.0,793.0,R,SF,1,P,307800.12,2014-04-01,0.4800101871354422
14150,5.0,148000.0,2009-04-01,80,33.0,679.0,P,SF,1,P,143365.48,2011-06-01,0.0
14151,5.625,376000.0,2009-06-01,80,33.0,721.0,C,SF,1,P,366707.5,2011-05-01,0.1928478001526534
14152,5.25,182000.0,2009-07-01,80,47.0,756.0,C,SF,1,P,176729.39,2011-08-01,0.6694538354277696
14153,6.0,60000.0,2009-05-01,60,51.0,629.0,C,SF,1,P,55704.94,2014-02-01,0.6536533744253783
14154,4.99,83000.0,2009-05-01,75,46.0,779.0,C,SF,1,I,79598.06,2012-04-01,0.3422421770149664
14155,6.0,170000.0,2009-06-01,68,43.0,689.0,C,SF,1,P,156819.83,2014-12-01,0.0563870225341867
14156,4.875,99000.0,2009-07-01,77,39.0,691.0,C,PU,1,P,95028.68,2011-12-01,0.2580365671268156
14157,4.625,125000.0,2009-07-01,57,45.0,721.0,C,SF,1,P,119531.45,2012-04-01,0.2667905125046845
14158,5.375,154000.0,2009-07-01,75,50.0,672.0,P,SF,1,P,147300.88,2012-06-01,0.2874852131945923
14159,5.0,100000.0,2009-08-01,80,31.0,803.0,P,PU,1,S,91981.71,2014-08-01,0.4665030171801306
14160,5.375,250000.0,2009-08-01,80,52.0,698.0,P,SF,1,P,221869.9,2016-07-01,0.0
14161,5.625,60000.0,2009-06-01,75,32.0,646.0,R,CO,1,P,55278.75,2014-04-01,0.0621097943943198
14162,5.375,134000.0,2009-07-01,80,37.0,715.0,C,SF,1,P,132310.86,2010-08-01,0.4410520744825013
14163,5.0,120000.0,2009-06-01,60,46.0,699.0,C,SF,1,P,98039.07,2019-05-01,0.0
14164,5.625,292000.0,2009-06-01,95,44.0,793.0,P,PU,1,P,283085.56,2011-10-01,0.0378549107778589
14165,4.875,417000.0,2009-07-01,75,40.0,777.0,R,CO,1,S,405220.3,2011-06-01,0.1648570186067764
